Station_ID,Id,Stratum,Feature_Set,N_Features,N_Train,N_Classes,N_Test,Accuracy,Macro_F1,Weighted_F1,Cohen_Kappa,Accuracy_Persistence,Kappa_Persistence,Kappa_Skill_Score,Precision_Normal,Recall_Normal,F1_Normal,Support_Normal,Precision_Warning,Recall_Warning,F1_Warning,Support_Warning,Precision_Danger,Recall_Danger,F1_Danger,Support_Danger,Precision_Severe,Recall_Severe,F1_Severe,Support_Severe,OOB_Accuracy,HP_max_features,HP_min_samples_leaf
SW95,15,BEFORE,hydromet,241,838,3,210,0.9047619047619048,0.6217334636689476,0.8753949634594796,0.820635462931329,0.9619047619047619,0.9310288201001724,-1.6005722582849318,0.981651376146789,0.963963963963964,0.9727272727272728,111,0.8217821782178217,0.9764705882352941,0.8924731182795699,85,0.0,0.0,0.0,14.0,,,,,0.977326968973747,sqrt,1
SW95,15,BEFORE,full_multivariate,245,838,3,210,0.9047619047619048,0.6217334636689476,0.8753949634594796,0.820635462931329,0.9619047619047619,0.9310288201001724,-1.6005722582849318,0.981651376146789,0.963963963963964,0.9727272727272728,111,0.8217821782178217,0.9764705882352941,0.8924731182795699,85,0.0,0.0,0.0,14.0,,,,,0.9749403341288783,sqrt,1
SW95,15,BEFORE,forecast_safe,210,838,3,210,0.9047619047619048,0.6217334636689476,0.8753949634594796,0.820635462931329,0.9619047619047619,0.9310288201001724,-1.6005722582849318,0.981651376146789,0.963963963963964,0.9727272727272728,111,0.8217821782178217,0.9764705882352941,0.8924731182795699,85,0.0,0.0,0.0,14.0,,,,,0.9701670644391408,sqrt,1
SW95,15,DURING,stage_only,111,1978,4,495,0.8686868686868687,0.5359331417758778,0.8532954182656334,0.6595418231839585,0.9636363636363636,0.9166050486236557,-3.0824794690463153,0.8822055137844611,1.0,0.9374167776298269,352,0.8,0.591304347826087,0.68,115,0.9090909090909091,0.37037037037037035,0.5263157894736842,27.0,0.0,0.0,0.0,1.0,0.9752275025278059,0.33,1
SW95,15,DURING,hydromet,241,1978,4,495,0.8707070707070707,0.5462341067898817,0.856150383395129,0.665091497256668,0.9636363636363636,0.9166050486236557,-3.015932586038194,0.8822055137844611,1.0,0.9374167776298269,352,0.8095238095238095,0.591304347826087,0.6834170854271356,115,0.9166666666666666,0.4074074074074074,0.5641025641025641,27.0,0.0,0.0,0.0,1.0,0.9742163801820021,0.33,1
SW95,15,DURING,full_multivariate,245,1978,4,495,0.8666666666666667,0.533963209102624,0.850867933614252,0.6534348877667925,0.9636363636363636,0.9166050486236557,-3.1557085472624133,0.88,1.0,0.9361702127659575,352,0.7976190476190477,0.5826086956521739,0.6733668341708543,115,0.9090909090909091,0.37037037037037035,0.5263157894736842,27.0,0.0,0.0,0.0,1.0,0.9711830131445905,sqrt,1
SW95,15,DURING,forecast_safe,210,1978,4,495,0.8646464646464647,0.531977353742923,0.8484272373557339,0.6472971679552488,0.9636363636363636,0.9166050486236557,-3.2293067652629897,0.8778054862842892,1.0,0.9349269588313412,352,0.7951807228915663,0.5739130434782609,0.6666666666666666,115,0.9090909090909091,0.37037037037037035,0.5263157894736842,27.0,0.0,0.0,0.0,1.0,0.9671385237613751,sqrt,1
SW95,15,AFTER,stage_only,111,1022,3,255,0.9294117647058824,0.6217661691542289,0.9332791922739245,0.8596072673885117,0.9686274509803922,0.936826458565589,-1.2223343732795002,0.9692307692307692,0.9130434782608695,0.9402985074626866,138,0.9024390243902439,0.9487179487179487,0.925,117,0.0,0.0,0.0,0.0,,,,,0.9755381604696673,sqrt,5
SW95,15,AFTER,hydromet,241,1022,3,255,0.9137254901960784,0.6155745489078822,0.92479302832244,0.8306159420289855,0.9686274509803922,0.936826458565589,-1.6812500000000001,0.9621212121212122,0.9202898550724637,0.9407407407407408,138,0.905982905982906,0.905982905982906,0.905982905982906,117,0.0,0.0,0.0,0.0,,,,,0.9765166340508806,0.33,5
SW95,15,AFTER,full_multivariate,245,1022,3,255,0.9529411764705882,0.6351540616246498,0.952990608007909,0.9054855448480356,0.9686274509803922,0.936826458565589,-0.4961082283172722,0.9701492537313433,0.9420289855072463,0.9558823529411765,138,0.9338842975206612,0.9658119658119658,0.9495798319327731,117,0.0,0.0,0.0,0.0,,,,,0.9765166340508806,sqrt,1
SW95,15,AFTER,forecast_safe,210,1022,3,255,0.9372549019607843,0.6313128107479108,0.9483308753523624,0.8764983654195423,0.9686274509803922,0.936826458565589,-0.9549582273883038,0.9705882352941176,0.9565217391304348,0.9635036496350365,138,0.9469026548672567,0.9145299145299145,0.9304347826086956,117,0.0,0.0,0.0,0.0,,,,,0.9726027397260274,0.33,5
SW95,15,ALL,stage_only,111,3838,4,960,0.9645833333333333,0.5622357102127958,0.9621182065140174,0.9249375629544796,0.9770833333333333,0.9519438616929777,-0.5619739681528219,0.9754901960784313,0.9900497512437811,0.9827160493827161,603,0.9532163742690059,0.9476744186046512,0.9504373177842566,344,0.5,0.23076923076923078,0.3157894736842105,13.0,0.0,0.0,0.0,0.0,0.97107868681605,sqrt,1
SW95,15,ALL,hydromet,241,3838,4,960,0.8927083333333333,0.6234178896691359,0.8880022989193396,0.7623014070083584,0.9770833333333333,0.9519438616929777,-3.9462691211896153,0.8647482014388489,0.9966832504145937,0.926040061633282,603,0.9800796812749004,0.7151162790697675,0.826890756302521,344,0.7142857142857143,0.7692307692307693,0.7407407407407407,13.0,0.0,0.0,0.0,0.0,0.9721208963001563,0.33,1
SW95,15,ALL,full_multivariate,245,3838,4,960,0.9010416666666666,0.6287445202925939,0.8971865184199588,0.7818500171027674,0.9770833333333333,0.9519438616929777,-3.5394821677828237,0.8748180494905385,0.9966832504145937,0.931782945736434,603,0.9806949806949807,0.7383720930232558,0.8424543946932007,344,0.7142857142857143,0.7692307692307693,0.7407407407407407,13.0,0.0,0.0,0.0,0.0,0.969254820218864,0.33,1
SW95,15,ALL,forecast_safe,210,3838,4,960,0.9677083333333333,0.6622854206050346,0.9677139144157113,0.9317031750220885,0.9770833333333333,0.9519438616929777,-0.4211883722652656,0.967741935483871,0.9950248756218906,0.9811937857726901,603,0.9815384615384616,0.9273255813953488,0.953662182361734,344,0.6666666666666666,0.7692307692307693,0.7142857142857143,13.0,0.0,0.0,0.0,0.0,0.9697759249609171,0.33,1
