Section_ID,Date,Distance_m,Reduced_Level_m
RMG12,2022-04-27,6443.37,-4.1
RMG12,2022-04-27,6447.35,-2.13
RMG12,2022-04-27,6451.26,-2.64
RMG12,2022-04-27,6455.17,-3.18
RMG12,2022-04-27,6461.44,-4.4
RMG12,2022-04-27,6467.54,-2.62
RMG12,2022-04-27,6471.85,-2.43
RMG12,2022-04-27,6476.02,-2.21
RMG12,2022-04-27,6479.75,-2.01
RMG12,2022-04-27,6483.83,-1.61
RMG12,2022-04-27,6489.56,-1.64
RMG12,2022-04-27,6494.46,-2.0
RMG12,2022-04-27,6498.67,-1.77
RMG12,2022-04-27,6502.91,-1.25
RMG12,2022-04-27,6507.84,-0.91
RMG12,2022-04-27,6512.87,-0.42
RMG12,2022-04-27,6517.81,-0.5
RMG12,2022-04-27,6522.72,-0.2
RMG12,2022-04-27,6527.14,0.35
RMG12,2022-04-27,6532.34,0.27
RMG12,2022-04-27,6542.34,0.54
RMG12,2022-04-27,6551.51,1.89
RMG12,2022-04-27,6557.1,2.34
RMG12,2022-04-27,6561.84,2.19
RMG12,2022-04-27,6566.25,1.82
RMG12,2022-04-27,6570.64,1.56
RMG12,2022-04-27,6574.67,1.66
RMG12,2022-04-27,6579.06,1.49
RMG12,2022-04-27,6582.73,1.27
RMG12,2022-04-27,6587.01,1.09
RMG12,2022-04-27,6591.45,0.64
RMG12,2022-04-27,6597.25,1.24
RMG12,2022-04-27,6604.91,1.11
RMG12,2022-04-27,6611.87,1.99
RMG12,2022-04-27,6617.29,2.03
RMG12,2022-04-27,6623.1,1.56
RMG12,2022-04-27,6628.68,0.29
RMG12,2022-04-27,6633.98,0.44
RMG12,2022-04-27,6638.14,0.85
RMG12,2022-04-27,6644.18,0.9
RMG12,2022-04-27,6652.21,1.19
RMG12,2022-04-27,6659.82,-1.06
RMG12,2022-04-27,6672.47,0.4
RMG12,2022-04-27,6683.23,1.34
RMG12,2022-04-27,6689.45,1.01
RMG12,2022-04-27,6697.89,0.91
RMG12,2022-04-27,6704.67,0.81
RMG12,2022-04-27,6724.92,0.68
RMG12,2022-04-27,6744.88,0.53
RMG12,2022-04-27,6751.67,0.7
RMG12,2022-04-27,6756.88,0.28
RMG12,2022-04-27,6762.29,-0.05
RMG12,2022-04-27,6768.04,-0.14
RMG12,2022-04-27,6776.6,-1.41
RMG12,2022-04-27,6784.99,-2.43
RMG12,2022-04-27,6789.63,-1.46
RMG12,2022-04-27,6793.62,-1.79
RMG12,2022-04-27,6797.59,-1.71
RMG12,2022-04-27,6800.76,-1.72
RMG12,2022-04-27,6804.19,-1.72
RMG12,2022-04-27,6807.11,-1.82
RMG12,2022-04-27,6810.48,-0.13
RMG12,2022-04-27,6814.0,-0.05
RMG12,2022-04-27,6817.44,0.15
RMG12,2022-04-27,6820.93,0.28
RMG12,2022-04-27,6823.56,0.59
RMG12,2022-04-27,6825.75,1.39
RMG12,2022-04-27,6827.16,2.68
RMG12,2022-04-27,6828.35,2.92
RMG12,2022-04-27,6829.7,2.65
RMG12,2022-04-27,6830.92,2.88
RMG12,2022-04-27,6834.66,4.28
RMG12,2022-04-27,6840.0,10.4
RMG12,2022-04-27,6845.0,12.2
RMG12,2022-04-27,6850.0,13.23
RMG12,2022-04-27,6900.0,11.06
RMG12,2022-04-27,6930.0,10.87
RMG12,2022-04-27,6950.0,10.6
RMG12,2022-04-27,6970.0,10.63
RMG12,2022-04-27,7000.0,10.66
RMG12,2022-04-27,7025.0,10.9
RMG12,2022-04-27,7050.0,11.09
RMG12,2022-04-27,7078.0,11.16
RMG12,2022-04-27,7100.0,11.22
RMG12,2022-04-27,7125.0,11.21
RMG12,2022-04-27,7150.0,11.22
RMG12,2022-04-27,7180.0,11.38
RMG12,2022-04-27,7200.0,11.56
RMG12,2022-04-27,7220.0,11.89
RMG12,2022-04-27,7250.0,12.1
RMG12,2022-04-27,7275.0,12.14
RMG12,2022-04-27,7300.0,12.18
RMG12,2022-04-27,7318.0,12.72
RMG12,2022-04-27,7318.0,13.03
RMG12,2022-04-27,7330.0,12.54
RMG12,2022-04-27,7360.0,12.44
RMG12,2022-04-27,7400.0,12.39
RMG12,2022-04-27,7437.0,12.52
RMG12,2022-04-27,7440.0,14.1
RMG12,2022-04-27,7443.0,14.14
RMG12,2022-04-27,7446.0,13.3
RMG12,2022-04-27,7470.0,13.44
RMG12,2022-04-27,7500.0,14.0
RMG12,2022-04-27,7544.0,14.24
RMG12,2022-04-27,7544.0,14.36
RMG12,2022-04-27,7570.0,14.12
RMG12,2022-04-27,7600.0,14.0
RMG12,2022-04-27,7630.0,14.2
RMG12,2022-04-27,7660.0,14.19
RMG12,2022-04-27,7700.0,14.19
RMG12,2022-04-27,7730.0,14.12
RMG12,2022-04-27,7744.0,14.1
RMG12,2022-04-27,7744.0,14.26
RMG12,2023-05-06,0.0,14.04
RMG12,2023-05-06,0.0,13.93
RMG12,2023-05-06,10.0,14.42
RMG12,2023-05-06,18.0,17.4
RMG12,2023-05-06,22.0,17.4
RMG12,2023-05-06,31.0,14.4
RMG12,2023-05-06,41.0,14.9
RMG12,2023-05-06,41.0,15.33
RMG12,2023-05-06,70.0,13.8
RMG12,2023-05-06,100.0,13.6
RMG12,2023-05-06,125.0,13.52
RMG12,2023-05-06,150.0,13.46
RMG12,2023-05-06,175.0,13.36
RMG12,2023-05-06,200.0,13.28
RMG12,2023-05-06,225.0,13.35
RMG12,2023-05-06,250.0,13.44
RMG12,2023-05-06,275.0,13.28
RMG12,2023-05-06,300.0,13.16
RMG12,2023-05-06,325.0,13.22
RMG12,2023-05-06,350.0,13.28
RMG12,2023-05-06,375.0,13.24
RMG12,2023-05-06,400.0,13.2
RMG12,2023-05-06,425.0,13.21
RMG12,2023-05-06,450.0,13.22
RMG12,2023-05-06,475.0,13.32
RMG12,2023-05-06,500.0,13.44
RMG12,2023-05-06,525.0,13.48
RMG12,2023-05-06,550.0,13.54
RMG12,2023-05-06,575.0,13.42
RMG12,2023-05-06,600.0,13.28
RMG12,2023-05-06,625.0,13.36
RMG12,2023-05-06,650.0,13.48
RMG12,2023-05-06,675.0,13.52
RMG12,2023-05-06,700.0,13.56
RMG12,2023-05-06,725.0,13.44
RMG12,2023-05-06,750.0,13.28
RMG12,2023-05-06,775.0,13.25
RMG12,2023-05-06,800.0,13.16
RMG12,2023-05-06,830.0,13.06
RMG12,2023-05-06,860.0,12.2
RMG12,2023-05-06,880.0,11.7
RMG12,2023-05-06,900.0,10.86
RMG12,2023-05-06,903.0,9.7
RMG12,2023-05-06,906.0,9.3
RMG12,2023-05-06,910.0,8.8
RMG12,2023-05-06,920.0,8.2
RMG12,2023-05-06,930.0,7.3
RMG12,2023-05-06,950.0,7.0
RMG12,2023-05-06,970.0,6.4
RMG12,2023-05-06,980.0,6.5
RMG12,2023-05-06,990.0,6.2
RMG12,2023-05-06,1000.0,6.06
RMG12,2023-05-06,1020.0,5.8
RMG12,2023-05-06,1040.0,5.5
RMG12,2023-05-06,1060.0,5.2
RMG12,2023-05-06,1080.0,5.7
RMG12,2023-05-06,1100.0,6.12
RMG12,2023-05-06,1120.0,6.8
RMG12,2023-05-06,1140.0,7.5
RMG12,2023-05-06,1160.0,8.4
RMG12,2023-05-06,1164.0,9.6
RMG12,2023-05-06,1168.0,11.28
RMG12,2023-05-06,1180.0,11.32
RMG12,2023-05-06,1200.0,11.36
RMG12,2023-05-06,1225.0,11.38
RMG12,2023-05-06,1250.0,11.42
RMG12,2023-05-06,1275.0,11.62
RMG12,2023-05-06,1300.0,11.84
RMG12,2023-05-06,1325.0,11.97
RMG12,2023-05-06,1350.0,12.2
RMG12,2023-05-06,1375.0,12.26
RMG12,2023-05-06,1400.0,12.33
RMG12,2023-05-06,1425.0,12.38
RMG12,2023-05-06,1450.0,12.44
RMG12,2023-05-06,1475.0,12.54
RMG12,2023-05-06,1500.0,12.6
RMG12,2023-05-06,1525.0,12.72
RMG12,2023-05-06,1550.0,12.86
RMG12,2023-05-06,1575.0,13.08
RMG12,2023-05-06,1600.0,13.3
RMG12,2023-05-06,1650.0,13.26
RMG12,2023-05-06,1680.0,13.06
RMG12,2023-05-06,1700.0,13.47
RMG12,2023-05-06,1725.0,13.5
RMG12,2023-05-06,1750.0,13.5
RMG12,2023-05-06,1775.0,13.42
RMG12,2023-05-06,1800.0,13.37
RMG12,2023-05-06,1825.0,13.42
RMG12,2023-05-06,1850.0,13.49
RMG12,2023-05-06,1875.0,13.48
RMG12,2023-05-06,1900.0,13.45
RMG12,2023-05-06,1925.0,13.38
RMG12,2023-05-06,1950.0,13.3
RMG12,2023-05-06,1975.0,13.28
RMG12,2023-05-06,2000.0,13.26
RMG12,2023-05-06,2025.0,13.14
RMG12,2023-05-06,2050.0,13.06
RMG12,2023-05-06,2075.0,12.82
RMG12,2023-05-06,2100.0,12.66
RMG12,2023-05-06,2125.0,12.7
RMG12,2023-05-06,2150.0,12.76
RMG12,2023-05-06,2175.0,12.56
RMG12,2023-05-06,2200.0,12.46
RMG12,2023-05-06,2225.0,12.52
RMG12,2023-05-06,2250.0,12.66
RMG12,2023-05-06,2275.0,12.54
RMG12,2023-05-06,2300.0,12.45
RMG12,2023-05-06,2325.0,12.4
RMG12,2023-05-06,2350.0,12.36
RMG12,2023-05-06,2375.0,12.42
RMG12,2023-05-06,2400.0,12.48
RMG12,2023-05-06,2425.0,12.43
RMG12,2023-05-06,2450.0,12.44
RMG12,2023-05-06,2475.0,12.38
RMG12,2023-05-06,2500.0,12.28
RMG12,2023-05-06,2525.0,12.18
RMG12,2023-05-06,2550.0,12.08
RMG12,2023-05-06,2575.0,12.04
RMG12,2023-05-06,2600.0,12.0
RMG12,2023-05-06,2625.0,12.15
RMG12,2023-05-06,2650.0,12.29
RMG12,2023-05-06,2675.0,12.32
RMG12,2023-05-06,2700.0,12.36
RMG12,2023-05-06,2725.0,12.4
RMG12,2023-05-06,2750.0,12.44
RMG12,2023-05-06,2775.0,12.5
RMG12,2023-05-06,2800.0,12.55
RMG12,2023-05-06,2825.0,12.58
RMG12,2023-05-06,2850.0,12.65
RMG12,2023-05-06,2875.0,12.68
RMG12,2023-05-06,2900.0,12.7
RMG12,2023-05-06,2925.0,12.56
RMG12,2023-05-06,2950.0,12.46
RMG12,2023-05-06,2975.0,12.34
RMG12,2023-05-06,3000.0,12.16
RMG12,2023-05-06,3025.0,12.04
RMG12,2023-05-06,3050.0,11.86
RMG12,2023-05-06,3075.0,11.92
RMG12,2023-05-06,3100.0,11.96
RMG12,2023-05-06,3125.0,11.82
RMG12,2023-05-06,3150.0,11.74
RMG12,2023-05-06,3175.0,11.62
RMG12,2023-05-06,3200.0,11.48
RMG12,2023-05-06,3225.0,11.52
RMG12,2023-05-06,3250.0,11.55
RMG12,2023-05-06,3275.0,11.5
RMG12,2023-05-06,3300.0,11.44
RMG12,2023-05-06,3325.0,11.42
RMG12,2023-05-06,3350.0,11.42
RMG12,2023-05-06,3375.0,11.38
RMG12,2023-05-06,3400.0,11.32
RMG12,2023-05-06,3425.0,11.68
RMG12,2023-05-06,3450.0,11.42
RMG12,2023-05-06,3475.0,11.36
RMG12,2023-05-06,3500.0,11.28
RMG12,2023-05-06,3525.0,11.24
RMG12,2023-05-06,3550.0,11.16
RMG12,2023-05-06,3575.0,11.27
RMG12,2023-05-06,3600.0,11.36
RMG12,2023-05-06,3625.0,11.52
RMG12,2023-05-06,3650.0,11.62
RMG12,2023-05-06,3675.0,11.22
RMG12,2023-05-06,3700.0,10.74
RMG12,2023-05-06,3725.0,10.7
RMG12,2023-05-06,3750.0,10.65
RMG12,2023-05-06,3775.0,10.52
RMG12,2023-05-06,3800.0,10.38
RMG12,2023-05-06,3825.0,10.44
RMG12,2023-05-06,3850.0,10.48
RMG12,2023-05-06,3875.0,10.52
RMG12,2023-05-06,3900.0,10.55
RMG12,2023-05-06,3925.0,10.5
RMG12,2023-05-06,3950.0,10.45
RMG12,2023-05-06,3975.0,10.47
RMG12,2023-05-06,4000.0,10.48
RMG12,2023-05-06,4025.0,10.51
RMG12,2023-05-06,4050.0,10.55
RMG12,2023-05-06,4075.0,10.42
RMG12,2023-05-06,4100.0,10.36
RMG12,2023-05-06,4125.0,10.82
RMG12,2023-05-06,4150.0,11.1
RMG12,2023-05-06,4175.0,10.42
RMG12,2023-05-06,4200.0,9.76
RMG12,2023-05-06,4225.0,9.7
RMG12,2023-05-06,4250.0,9.66
RMG12,2023-05-06,4275.0,9.75
RMG12,2023-05-06,4300.0,9.96
RMG12,2023-05-06,4325.0,9.74
RMG12,2023-05-06,4350.0,9.68
RMG12,2023-05-06,4375.0,9.74
RMG12,2023-05-06,4400.0,9.88
RMG12,2023-05-06,4425.0,9.8
RMG12,2023-05-06,4450.0,9.76
RMG12,2023-05-06,4475.0,9.53
RMG12,2023-05-06,4500.0,9.3
RMG12,2023-05-06,4525.0,9.15
RMG12,2023-05-06,4550.0,9.09
RMG12,2023-05-06,4575.0,9.06
RMG12,2023-05-06,4600.0,9.0
RMG12,2023-05-06,4625.0,8.92
RMG12,2023-05-06,4650.0,8.8
RMG12,2023-05-06,4675.0,8.72
RMG12,2023-05-06,4700.0,8.6
RMG12,2023-05-06,4725.0,8.66
RMG12,2023-05-06,4750.0,8.7
RMG12,2023-05-06,4775.0,8.63
RMG12,2023-05-06,4800.0,8.55
RMG12,2023-05-06,4825.0,8.32
RMG12,2023-05-06,4850.0,8.12
RMG12,2023-05-06,4875.0,8.14
RMG12,2023-05-06,4900.0,8.15
RMG12,2023-05-06,4925.0,8.18
RMG12,2023-05-06,4950.0,8.2
RMG12,2023-05-06,4975.0,8.32
RMG12,2023-05-06,5000.0,8.4
RMG12,2023-05-06,5025.0,8.42
RMG12,2023-05-06,5050.0,8.48
RMG12,2023-05-06,5075.0,8.55
RMG12,2023-05-06,5100.0,8.6
RMG12,2023-05-06,5130.0,8.66
RMG12,2023-05-06,5160.0,8.06
RMG12,2023-05-06,5170.0,7.7
RMG12,2023-05-06,5180.0,7.4
RMG12,2023-05-06,5185.0,6.6
RMG12,2023-05-06,5190.0,5.2
RMG12,2023-05-06,5195.0,4.6
RMG12,2023-05-06,5200.0,4.5
RMG12,2023-05-06,5205.0,4.5
RMG12,2023-05-06,5210.0,4.7
RMG12,2023-05-06,5215.0,4.6
RMG12,2023-05-06,5220.0,4.5
RMG12,2023-05-06,5225.0,4.5
RMG12,2023-05-06,5230.0,4.4
RMG12,2023-05-06,5235.0,4.3
RMG12,2023-05-06,5240.0,4.2
RMG12,2023-05-06,5245.0,4.2
RMG12,2023-05-06,5250.0,4.1
RMG12,2023-05-06,5255.0,4.2
RMG12,2023-05-06,5260.0,4.4
RMG12,2023-05-06,5265.0,4.4
RMG12,2023-05-06,5270.0,4.5
RMG12,2023-05-06,5275.0,4.5
RMG12,2023-05-06,5280.0,4.5
RMG12,2023-05-06,5285.0,4.3
RMG12,2023-05-06,5290.0,4.3
RMG12,2023-05-06,5295.0,4.2
RMG12,2023-05-06,5300.0,4.1
RMG12,2023-05-06,5305.0,4.0
RMG12,2023-05-06,5310.0,4.0
RMG12,2023-05-06,5315.0,4.0
RMG12,2023-05-06,5320.0,4.0
RMG12,2023-05-06,5325.0,4.1
RMG12,2023-05-06,5330.0,4.1
RMG12,2023-05-06,5335.0,4.1
RMG12,2023-05-06,5340.0,4.2
RMG12,2023-05-06,5345.0,4.2
RMG12,2023-05-06,5350.0,4.2
RMG12,2023-05-06,5355.0,4.2
RMG12,2023-05-06,5360.0,4.2
RMG12,2023-05-06,5365.0,4.2
RMG12,2023-05-06,5370.0,4.1
RMG12,2023-05-06,5375.0,4.1
RMG12,2023-05-06,5380.0,4.0
RMG12,2023-05-06,5385.0,4.0
RMG12,2023-05-06,5390.0,4.1
RMG12,2023-05-06,5395.0,4.1
RMG12,2023-05-06,5400.0,4.1
RMG12,2023-05-06,5405.0,4.2
RMG12,2023-05-06,5410.0,4.2
RMG12,2023-05-06,5415.0,4.4
RMG12,2023-05-06,5420.0,4.4
RMG12,2023-05-06,5425.0,4.4
RMG12,2023-05-06,5430.0,4.3
RMG12,2023-05-06,5435.0,4.3
RMG12,2023-05-06,5440.0,4.3
RMG12,2023-05-06,5445.0,4.5
RMG12,2023-05-06,5450.0,4.5
RMG12,2023-05-06,5455.0,4.4
RMG12,2023-05-06,5460.0,4.4
RMG12,2023-05-06,5465.0,4.3
RMG12,2023-05-06,5470.0,4.3
RMG12,2023-05-06,5475.0,4.3
RMG12,2023-05-06,5480.0,4.2
RMG12,2023-05-06,5485.0,4.2
RMG12,2023-05-06,5490.0,4.2
RMG12,2023-05-06,5495.0,4.1
RMG12,2023-05-06,5500.0,4.1
RMG12,2023-05-06,5505.0,4.0
RMG12,2023-05-06,5510.0,4.0
RMG12,2023-05-06,5515.0,4.0
RMG12,2023-05-06,5520.0,4.2
RMG12,2023-05-06,5525.0,4.3
RMG12,2023-05-06,5530.0,4.4
RMG12,2023-05-06,5535.0,4.4
RMG12,2023-05-06,5540.0,4.4
RMG12,2023-05-06,5545.0,4.5
RMG12,2023-05-06,5550.0,4.5
RMG12,2023-05-06,5555.0,4.0
RMG12,2023-05-06,5560.0,4.4
RMG12,2023-05-06,5565.0,4.6
RMG12,2023-05-06,5570.0,4.6
RMG12,2023-05-06,5575.0,4.5
RMG12,2023-05-06,5580.0,4.5
RMG12,2023-05-06,5585.0,4.6
RMG12,2023-05-06,5590.0,4.6
RMG12,2023-05-06,5595.0,4.7
RMG12,2023-05-06,5600.0,4.7
RMG12,2023-05-06,5605.0,4.5
RMG12,2023-05-06,5610.0,4.5
RMG12,2023-05-06,5615.0,4.5
RMG12,2023-05-06,5620.0,4.5
RMG12,2023-05-06,5625.0,4.6
RMG12,2023-05-06,5630.0,4.6
RMG12,2023-05-06,5635.0,4.6
RMG12,2023-05-06,5640.0,4.5
RMG12,2023-05-06,5645.0,4.4
RMG12,2023-05-06,5650.0,4.4
RMG12,2023-05-06,5655.0,4.3
RMG12,2023-05-06,5660.0,4.3
RMG12,2023-05-06,5665.0,4.3
RMG12,2023-05-06,5670.0,4.3
RMG12,2023-05-06,5675.0,4.3
RMG12,2023-05-06,5680.0,4.2
RMG12,2023-05-06,5685.0,4.2
RMG12,2023-05-06,5690.0,4.2
RMG12,2023-05-06,5695.0,4.2
RMG12,2023-05-06,5700.0,4.2
RMG12,2023-05-06,5705.0,4.1
RMG12,2023-05-06,5710.0,4.1
RMG12,2023-05-06,5715.0,4.1
RMG12,2023-05-06,5720.0,4.2
RMG12,2023-05-06,5725.0,4.2
RMG12,2023-05-06,5730.0,4.1
RMG12,2023-05-06,5735.0,4.0
RMG12,2023-05-06,5740.0,4.0
RMG12,2023-05-06,5745.0,4.0
RMG12,2023-05-06,5750.0,4.0
RMG12,2023-05-06,5755.0,3.9
RMG12,2023-05-06,5760.0,3.9
RMG12,2023-05-06,5765.0,3.9
RMG12,2023-05-06,5770.0,4.0
RMG12,2023-05-06,5775.0,4.2
RMG12,2023-05-06,5780.0,4.2
RMG12,2023-05-06,5785.0,4.2
RMG12,2023-05-06,5790.0,4.2
RMG12,2023-05-06,5795.0,4.2
RMG12,2023-05-06,5800.0,4.2
RMG12,2023-05-06,5805.0,4.4
RMG12,2023-05-06,5810.0,4.4
RMG12,2023-05-06,5815.0,4.4
RMG12,2023-05-06,5820.0,4.4
RMG12,2023-05-06,5825.0,4.4
RMG12,2023-05-06,5830.0,4.3
RMG12,2023-05-06,5832.5,4.42
RMG12,2023-05-06,5835.3,4.32
RMG12,2023-05-06,5839.6,4.34
RMG12,2023-05-06,5842.7,4.3
RMG12,2023-05-06,5845.7,4.3
RMG12,2023-05-06,5848.9,4.32
RMG12,2023-05-06,5850.6,4.33
RMG12,2023-05-06,5854.1,4.24
RMG12,2023-05-06,5859.0,4.29
RMG12,2023-05-06,5860.9,4.34
RMG12,2023-05-06,5862.8,4.38
RMG12,2023-05-06,5864.7,4.32
RMG12,2023-05-06,5866.5,4.42
RMG12,2023-05-06,5870.2,4.38
RMG12,2023-05-06,5872.1,3.57
RMG12,2023-05-06,5874.0,4.42
RMG12,2023-05-06,5875.8,4.42
RMG12,2023-05-06,5878.3,4.36
RMG12,2023-05-06,5880.1,4.24
RMG12,2023-05-06,5882.0,4.23
RMG12,2023-05-06,5883.8,4.25
RMG12,2023-05-06,5885.6,4.18
RMG12,2023-05-06,5887.5,4.24
RMG12,2023-05-06,5891.2,4.21
RMG12,2023-05-06,5893.0,4.07
RMG12,2023-05-06,5894.9,4.08
RMG12,2023-05-06,5898.6,4.08
RMG12,2023-05-06,5900.5,4.09
RMG12,2023-05-06,5904.3,4.05
RMG12,2023-05-06,5906.3,3.92
RMG12,2023-05-06,5908.3,3.97
RMG12,2023-05-06,5910.2,3.89
RMG12,2023-05-06,5912.2,3.84
RMG12,2023-05-06,5914.3,3.81
RMG12,2023-05-06,5917.6,3.76
RMG12,2023-05-06,5919.6,3.73
RMG12,2023-05-06,5921.7,3.65
RMG12,2023-05-06,5923.7,3.63
RMG12,2023-05-06,5925.7,3.65
RMG12,2023-05-06,5927.7,3.62
RMG12,2023-05-06,5929.7,3.56
RMG12,2023-05-06,5931.7,3.52
RMG12,2023-05-06,5933.7,3.48
RMG12,2023-05-06,5937.0,3.42
RMG12,2023-05-06,5939.0,3.37
RMG12,2023-05-06,5941.0,3.35
RMG12,2023-05-06,5942.9,3.31
RMG12,2023-05-06,5944.9,3.26
RMG12,2023-05-06,5946.9,3.2
RMG12,2023-05-06,5948.9,3.13
RMG12,2023-05-06,5950.8,3.09
RMG12,2023-05-06,5952.8,3.03
RMG12,2023-05-06,5954.7,2.95
RMG12,2023-05-06,5958.7,2.84
RMG12,2023-05-06,5960.6,2.82
RMG12,2023-05-06,5962.6,2.74
RMG12,2023-05-06,5964.6,2.67
RMG12,2023-05-06,5966.6,2.61
RMG12,2023-05-06,5968.5,2.55
RMG12,2023-05-06,5970.5,2.52
RMG12,2023-05-06,5974.4,2.38
RMG12,2023-05-06,5978.3,2.31
RMG12,2023-05-06,5980.3,2.27
RMG12,2023-05-06,5982.2,2.23
RMG12,2023-05-06,5984.2,2.17
RMG12,2023-05-06,5986.1,2.18
RMG12,2023-05-06,5988.0,2.14
RMG12,2023-05-06,5990.0,2.13
RMG12,2023-05-06,5991.9,2.13
RMG12,2023-05-06,5993.8,2.12
RMG12,2023-05-06,5998.2,2.04
RMG12,2023-05-06,6000.1,2.02
RMG12,2023-05-06,6002.0,2.04
RMG12,2023-05-06,6004.0,2.03
RMG12,2023-05-06,6005.9,2.02
RMG12,2023-05-06,6007.9,2.01
RMG12,2023-05-06,6009.9,1.98
RMG12,2023-05-06,6011.9,1.95
RMG12,2023-05-06,6016.6,1.91
RMG12,2023-05-06,6018.6,1.89
RMG12,2023-05-06,6020.6,1.82
RMG12,2023-05-06,6022.7,1.94
RMG12,2023-05-06,6024.7,1.93
RMG12,2023-05-06,6026.8,1.89
RMG12,2023-05-06,6028.8,1.94
RMG12,2023-05-06,6030.9,2.27
RMG12,2023-05-06,6033.0,2.35
RMG12,2023-05-06,6037.1,2.36
RMG12,2023-05-06,6039.2,2.22
RMG12,2023-05-06,6041.3,2.53
RMG12,2023-05-06,6043.4,2.64
RMG12,2023-05-06,6045.5,2.67
RMG12,2023-05-06,6047.5,2.71
RMG12,2023-05-06,6049.6,2.67
RMG12,2023-05-06,6051.7,2.67
RMG12,2023-05-06,6053.8,2.68
RMG12,2023-05-06,6057.9,2.66
RMG12,2023-05-06,6059.9,2.62
RMG12,2023-05-06,6062.0,2.59
RMG12,2023-05-06,6064.0,2.59
RMG12,2023-05-06,6066.1,2.59
RMG12,2023-05-06,6068.2,2.54
RMG12,2023-05-06,6070.2,2.61
RMG12,2023-05-06,6072.3,2.66
RMG12,2023-05-06,6074.3,2.66
RMG12,2023-05-06,6078.3,3.11
RMG12,2023-05-06,6080.3,3.21
RMG12,2023-05-06,6082.3,3.17
RMG12,2023-05-06,6084.2,3.17
RMG12,2023-05-06,6086.2,3.17
RMG12,2023-05-06,6088.2,3.16
RMG12,2023-05-06,6090.1,3.08
RMG12,2023-05-06,6092.1,3.0
RMG12,2023-05-06,6094.1,2.92
RMG12,2023-05-06,6098.0,3.13
RMG12,2023-05-06,6100.0,3.35
RMG12,2023-05-06,6102.0,3.36
RMG12,2023-05-06,6104.0,3.35
RMG12,2023-05-06,6105.9,3.37
RMG12,2023-05-06,6107.9,3.34
RMG12,2023-05-06,6109.9,3.3
RMG12,2023-05-06,6111.9,3.35
RMG12,2023-05-06,6113.9,3.36
RMG12,2023-05-06,6117.9,3.18
RMG12,2023-05-06,6119.9,3.1
RMG12,2023-05-06,6122.0,3.17
RMG12,2023-05-06,6124.0,3.26
RMG12,2023-05-06,6126.0,3.35
RMG12,2023-05-06,6128.0,3.34
RMG12,2023-05-06,6130.1,3.36
RMG12,2023-05-06,6132.1,3.37
RMG12,2023-05-06,6134.1,3.24
RMG12,2023-05-06,6138.0,3.01
RMG12,2023-05-06,6140.0,2.98
RMG12,2023-05-06,6142.0,3.0
RMG12,2023-05-06,6143.9,3.02
RMG12,2023-05-06,6145.9,3.09
RMG12,2023-05-06,6147.8,3.15
RMG12,2023-05-06,6149.7,3.24
RMG12,2023-05-06,6151.6,3.34
RMG12,2023-05-06,6153.6,3.22
RMG12,2023-05-06,6158.0,2.85
RMG12,2023-05-06,6159.9,2.48
RMG12,2023-05-06,6161.8,2.85
RMG12,2023-05-06,6163.6,3.06
RMG12,2023-05-06,6165.4,2.98
RMG12,2023-05-06,6167.2,3.16
RMG12,2023-05-06,6169.0,3.31
RMG12,2023-05-06,6170.8,3.31
RMG12,2023-05-06,6172.6,3.15
RMG12,2023-05-06,6177.2,2.99
RMG12,2023-05-06,6179.0,3.0
RMG12,2023-05-06,6180.6,3.0
RMG12,2023-05-06,6183.9,3.08
RMG12,2023-05-06,6185.5,3.1
RMG12,2023-05-06,6188.6,3.1
RMG12,2023-05-06,6191.7,3.18
RMG12,2023-05-06,6194.7,3.24
RMG12,2023-05-06,6197.6,3.33
RMG12,2023-05-06,6200.7,3.34
RMG12,2023-05-06,6203.9,3.26
RMG12,2023-05-06,6205.6,3.51
RMG12,2023-05-06,6209.1,3.66
RMG12,2023-05-06,6210.9,3.65
RMG12,2023-05-06,6212.7,3.6
RMG12,2023-05-06,6214.5,3.53
RMG12,2023-05-06,6217.0,3.46
RMG12,2023-05-06,6218.8,3.46
RMG12,2023-05-06,6220.7,3.51
RMG12,2023-05-06,6222.5,3.55
RMG12,2023-05-06,6226.1,3.49
RMG12,2023-05-06,6227.9,3.47
RMG12,2023-05-06,6229.7,3.42
RMG12,2023-05-06,6231.5,3.36
RMG12,2023-05-06,6235.6,3.22
RMG12,2023-05-06,6239.1,3.13
RMG12,2023-05-06,6240.8,3.1
RMG12,2023-05-06,6242.5,3.07
RMG12,2023-05-06,6245.8,3.52
RMG12,2023-05-06,6247.5,3.55
RMG12,2023-05-06,6252.4,3.49
RMG12,2023-05-06,6256.6,3.08
RMG12,2023-05-06,6259.6,3.02
RMG12,2023-05-06,6262.5,3.1
RMG12,2023-05-06,6265.4,3.19
RMG12,2023-05-06,6266.9,3.12
RMG12,2023-05-06,6269.8,3.08
RMG12,2023-05-06,6272.8,3.09
RMG12,2023-05-06,6276.3,2.81
RMG12,2023-05-06,6277.8,2.98
RMG12,2023-05-06,6281.0,2.98
RMG12,2023-05-06,6282.6,3.01
RMG12,2023-05-06,6285.9,2.99
RMG12,2023-05-06,6287.6,2.99
RMG12,2023-05-06,6291.1,2.94
RMG12,2023-05-06,6292.8,2.94
RMG12,2023-05-06,6295.2,2.9
RMG12,2023-05-06,6297.0,2.97
RMG12,2023-05-06,6298.7,3.31
RMG12,2023-05-06,6300.5,3.34
