Well_ID,Date,GW_Depth_m
GT8669006,2013-10-21,2.35
GT8669006,2013-10-28,2.5
GT8669006,2013-11-04,2.4
GT8669006,2013-11-11,2.8
GT8669006,2013-11-18,2.5
GT8669006,2013-11-25,2.35
GT8669006,2013-12-02,3.5
GT8669006,2013-12-09,3.2
GT8669006,2013-12-16,2.1
GT8669006,2013-12-23,3.45
GT8669006,2013-12-30,3.3
GT8669006,2014-01-06,3.1
GT8669006,2014-01-13,3.0
GT8669006,2014-01-20,3.8
GT8669006,2014-01-27,3.5
GT8669006,2014-02-03,3.3
GT8669006,2014-02-10,3.7
GT8669006,2014-02-17,3.5
GT8669006,2014-02-24,3.5
GT8669006,2014-03-03,3.4
GT8669006,2014-03-10,3.6
GT8669006,2014-03-17,3.4
GT8669006,2014-03-24,3.15
GT8669006,2014-03-31,2.1
GT8669006,2014-04-07,3.54
GT8669006,2014-04-14,3.35
GT8669006,2014-04-21,3.2
GT8669006,2014-04-28,3.0
GT8669006,2014-05-05,4.1
GT8669006,2014-05-12,4.25
GT8669006,2014-05-19,4.15
GT8669006,2014-05-26,4.5
GT8669006,2014-06-02,2.8
GT8669006,2014-06-09,3.7
GT8669006,2014-06-16,3.9
GT8669006,2014-06-23,2.6
GT8669006,2014-06-30,3.0
GT8669006,2014-07-07,2.5
GT8669006,2014-07-14,3.35
GT8669006,2014-07-21,2.2
GT8669006,2014-07-28,2.0
GT8669006,2014-08-04,2.4
GT8669006,2014-08-11,2.25
GT8669006,2014-08-18,2.0
GT8669006,2014-08-25,1.2
GT8669006,2014-09-01,1.3
GT8669006,2014-09-08,1.5
GT8669006,2014-09-15,1.8
GT8669006,2014-09-22,2.1
GT8669006,2014-09-29,2.25
GT8669006,2014-10-06,2.4
GT8669006,2014-10-13,2.25
GT8669006,2014-10-20,2.1
GT8669006,2014-10-27,2.4
GT8669006,2014-11-03,2.3
GT8669006,2014-11-10,3.6
GT8669006,2014-11-17,3.4
GT8669006,2014-11-24,3.25
GT8669006,2014-12-01,3.15
GT8669006,2014-12-08,3.5
GT8669006,2014-12-15,3.35
GT8669006,2014-12-22,3.2
GT8669006,2014-12-29,3.0
GT8669006,2015-01-05,3.5
GT8669006,2015-01-12,3.25
GT8669006,2015-01-19,3.1
GT8669006,2015-01-26,3.6
GT8669006,2015-02-02,3.4
GT8669006,2015-02-09,3.2
GT8669006,2015-02-16,3.1
GT8669006,2015-02-23,3.7
GT8669006,2015-03-02,3.56
GT8669006,2015-03-09,3.4
GT8669006,2015-03-16,3.2
GT8669006,2015-03-23,3.7
GT8669006,2015-03-30,3.5
GT8669006,2015-04-06,3.45
GT8669006,2015-04-13,3.4
GT8669006,2015-04-20,3.15
GT8669006,2015-04-27,3.41
GT8669006,2015-05-04,3.6
GT8669006,2015-05-11,3.4
GT8669006,2015-05-18,3.15
GT8669006,2015-05-25,3.1
GT8669006,2015-06-01,3.0
GT8669006,2015-06-08,3.6
GT8669006,2015-06-15,3.4
GT8669006,2015-06-22,2.7
GT8669006,2015-06-29,2.55
GT8669006,2015-07-06,2.2
GT8669006,2015-07-13,2.4
GT8669006,2015-07-20,2.6
GT8669006,2015-07-27,2.4
GT8669006,2015-08-03,2.4
GT8669006,2015-08-10,2.6
GT8669006,2015-08-17,2.45
GT8669006,2015-08-24,2.35
GT8669006,2015-08-31,2.1
GT8669006,2015-09-07,2.0
GT8669006,2015-09-14,2.5
GT8669006,2015-09-21,2.7
GT8669006,2015-09-28,2.7
GT8669006,2015-10-05,2.8
GT8669006,2015-10-12,2.4
GT8669006,2015-10-19,3.2
GT8669006,2015-10-26,2.6
GT8669006,2015-11-02,2.4
GT8669006,2015-11-09,3.6
GT8669006,2015-11-16,3.45
GT8669006,2015-11-23,3.6
GT8669006,2015-11-30,3.5
GT8669006,2015-12-07,3.55
GT8669006,2015-12-14,3.61
GT8669006,2015-12-21,3.67
GT8669006,2015-12-28,3.7
GT8669006,2016-01-11,3.4
GT8669006,2016-01-18,3.5
GT8669006,2016-01-25,3.15
GT8669006,2016-02-01,3.41
GT8669006,2016-02-08,3.25
GT8669006,2016-02-15,3.4
GT8669006,2016-02-22,3.6
GT8669006,2016-02-29,3.35
GT8669006,2016-03-07,3.55
GT8669006,2016-03-14,3.3
GT8669006,2016-03-21,3.15
GT8669006,2016-03-28,4.2
GT8669006,2016-04-04,4.0
GT8669006,2016-04-11,5.1
GT8669006,2016-04-18,3.3
GT8669006,2016-04-25,4.2
GT8669006,2016-05-02,4.1
GT8669006,2016-05-09,4.6
GT8669006,2016-05-16,4.45
GT8669006,2016-05-23,4.1
GT8669006,2016-05-30,4.7
GT8669006,2016-06-06,3.8
GT8669006,2016-06-13,3.8
GT8669006,2016-06-27,3.5
GT8669006,2016-07-04,3.1
GT8669006,2016-07-11,3.3
GT8669006,2016-07-18,3.0
GT8669006,2016-07-25,3.4
GT8669006,2016-08-01,3.2
GT8669006,2016-08-08,3.0
GT8669006,2016-08-15,3.2
GT8669006,2016-08-22,3.9
GT8669006,2016-08-29,3.75
GT8669006,2016-09-05,2.6
GT8669006,2016-09-12,2.5
GT8669006,2016-09-19,2.35
GT8669006,2016-09-26,2.22
GT8669006,2016-10-03,2.5
GT8669006,2016-10-10,1.9
GT8669006,2016-10-17,2.5
GT8669006,2016-10-24,2.7
GT8669006,2016-10-31,2.4
GT8669006,2016-11-07,2.5
GT8669006,2016-11-14,3.7
GT8669006,2016-11-21,3.5
GT8669006,2016-11-28,3.2
GT8669006,2016-12-05,3.3
GT8669006,2016-12-12,3.0
GT8669006,2016-12-19,3.25
GT8669006,2017-01-02,3.0
GT8669006,2017-01-09,3.2
GT8669006,2017-01-16,3.3
GT8669006,2017-01-23,3.33
GT8669006,2017-01-30,3.37
GT8669006,2017-02-06,3.35
GT8669006,2017-02-13,3.36
GT8669006,2017-02-20,3.31
GT8669006,2017-02-27,3.33
GT8669006,2017-03-06,3.3
GT8669006,2017-03-13,3.25
GT8669006,2017-03-20,3.2
GT8669006,2017-03-27,3.1
GT8669006,2017-04-03,3.0
GT8669006,2017-04-10,2.8
GT8669006,2017-04-17,2.7
GT8669006,2017-04-24,2.65
GT8669006,2017-05-01,2.6
GT8669006,2017-05-08,2.2
GT8669006,2017-05-15,2.3
GT8669006,2017-05-22,2.2
GT8669006,2017-05-29,2.2
GT8669006,2017-06-05,2.5
GT8669006,2017-06-12,2.35
GT8669006,2017-06-19,2.22
GT8669006,2017-06-26,3.1
GT8669006,2017-07-03,2.8
GT8669006,2017-07-10,3.0
GT8669006,2017-07-17,3.25
GT8669006,2017-07-24,3.1
GT8669006,2017-07-31,3.5
GT8669006,2017-08-07,3.45
GT8669006,2017-08-14,3.4
GT8669006,2017-08-21,3.65
GT8669006,2017-08-28,3.5
GT8669006,2017-09-04,3.35
GT8669006,2017-09-11,3.05
GT8669006,2017-09-18,2.8
GT8669006,2017-09-25,2.5
GT8669006,2017-10-02,2.4
GT8669006,2017-10-09,2.5
GT8669006,2017-10-16,2.25
GT8669006,2017-10-23,2.8
GT8669006,2017-10-30,2.5
GT8669006,2017-11-06,2.4
GT8669006,2017-11-13,2.5
GT8669006,2017-11-20,2.4
GT8669006,2017-11-27,2.3
GT8669006,2017-12-04,3.1
GT8669006,2017-12-11,3.3
GT8669006,2017-12-18,3.45
GT8669006,2017-12-25,3.5
GT8669006,2018-01-01,3.35
GT8669006,2018-01-08,3.45
GT8669006,2018-01-15,3.3
GT8669006,2018-01-22,3.4
GT8669006,2018-01-29,3.2
GT8669006,2018-02-05,3.1
GT8669006,2018-02-12,3.0
GT8669006,2018-02-19,3.4
GT8669006,2018-02-26,3.3
GT8669006,2018-03-05,3.4
GT8669006,2018-03-12,3.35
GT8669006,2018-03-19,3.2
GT8669006,2018-03-26,3.5
GT8669006,2018-04-02,3.35
GT8669006,2018-04-09,3.2
GT8669006,2018-04-16,3.1
GT8669006,2018-04-23,3.05
GT8669006,2018-04-30,2.95
GT8669006,2018-05-07,2.5
GT8669006,2018-05-14,2.65
GT8669006,2018-05-21,2.6
GT8669006,2018-05-28,2.5
GT8669006,2018-06-04,2.44
GT8669006,2018-06-11,2.35
GT8669006,2018-06-18,2.25
GT8669006,2018-06-25,2.44
GT8669006,2018-07-30,2.25
GT8669006,2018-08-06,2.21
GT8669006,2018-08-13,2.18
GT8669006,2018-08-20,2.12
GT8669006,2018-08-27,2.1
GT8669006,2018-09-03,2.1
GT8669006,2018-09-10,2.5
GT8669006,2018-09-17,2.35
GT8669006,2018-09-24,2.1
GT8669006,2018-10-01,2.2
GT8669006,2018-10-08,3.6
GT8669006,2018-10-15,3.45
GT8669006,2018-10-22,3.5
GT8669006,2018-10-29,3.65
GT8669006,2018-11-05,3.4
GT8669006,2018-11-12,3.44
GT8669006,2018-11-19,3.7
GT8669006,2018-11-26,3.5
GT8669006,2018-12-03,3.54
GT8669006,2018-12-10,3.55
GT8669006,2018-12-17,3.52
GT8669006,2018-12-24,3.5
GT8669006,2018-12-31,3.4
GT8669006,2019-01-07,3.6
GT8669006,2019-01-14,3.4
GT8669006,2019-01-21,3.5
GT8669006,2019-01-28,3.55
GT8669006,2019-02-04,3.45
GT8669006,2019-02-11,3.42
GT8669006,2019-02-18,3.35
GT8669006,2019-02-25,2.6
GT8669006,2019-03-04,2.4
GT8669006,2019-03-11,2.25
GT8669006,2019-03-18,2.4
GT8669006,2019-03-25,2.45
GT8669006,2019-04-01,2.4
GT8669006,2019-04-08,2.6
GT8669006,2019-04-15,2.7
GT8669006,2019-04-22,2.5
GT8669006,2019-04-29,2.45
GT8669006,2019-05-06,3.4
GT8669006,2019-05-13,3.6
GT8669006,2019-05-20,3.7
GT8669006,2019-05-27,2.8
GT8669006,2019-06-03,3.3
GT8669006,2019-06-10,3.0
GT8669006,2019-06-17,2.6
GT8669006,2019-06-24,3.0
GT8669006,2019-07-01,3.4
GT8669006,2019-07-08,2.6
GT8669006,2019-07-15,2.4
GT8669006,2019-07-22,2.45
GT8669006,2019-07-29,2.6
GT8669006,2019-08-05,2.55
GT8669006,2019-08-12,2.35
GT8669006,2019-08-19,2.2
GT8669006,2019-08-26,2.25
GT8669006,2019-09-02,2.35
GT8669006,2019-09-09,2.47
GT8669006,2019-09-16,2.6
GT8669006,2019-09-23,2.45
GT8669006,2019-09-30,2.5
GT8669006,2019-10-07,2.35
GT8669006,2019-10-14,2.37
GT8669006,2019-10-21,2.39
GT8669006,2019-10-28,2.39
GT8669006,2019-11-04,2.4
GT8669006,2019-11-11,2.6
GT8669006,2019-11-18,2.5
GT8669006,2019-11-25,2.4
GT8669006,2019-12-02,1.3
GT8669006,2019-12-09,1.4
GT8669006,2019-12-16,1.2
GT8669006,2019-12-23,3.4
GT8669006,2019-12-30,3.2
GT8669006,2020-01-06,3.35
GT8669006,2020-01-13,3.5
GT8669006,2020-01-20,3.7
GT8669006,2020-01-27,3.4
GT8669006,2020-02-03,3.55
GT8669006,2020-02-10,3.6
GT8669006,2020-02-17,3.4
GT8669006,2020-02-24,3.3
GT8669006,2020-03-02,3.18
GT8669006,2020-03-09,3.04
GT8669006,2020-03-16,2.95
GT8669006,2020-03-23,2.85
GT8669006,2020-03-30,2.73
GT8669006,2020-04-06,2.6
GT8669006,2020-04-13,2.51
GT8669006,2020-04-20,2.39
GT8669006,2020-04-27,2.31
GT8669006,2020-05-18,2.29
GT8669006,2020-05-25,2.39
GT8669006,2020-06-01,2.44
GT8669006,2020-06-08,2.52
GT8669006,2020-06-15,2.59
GT8669006,2020-06-22,2.68
GT8669006,2020-06-29,2.63
GT8669006,2020-07-06,2.55
GT8669006,2020-07-13,2.45
GT8669006,2020-07-20,1.9
GT8669006,2020-07-27,2.24
GT8669006,2020-08-03,2.17
GT8669006,2020-08-10,2.12
GT8669006,2020-08-17,2.05
GT8669006,2020-08-24,1.96
GT8669006,2020-08-31,1.89
GT8669006,2020-09-07,1.81
GT8669006,2020-09-14,1.76
GT8669006,2020-09-21,1.66
GT8669006,2020-09-28,1.59
GT8669006,2020-10-05,1.64
GT8669006,2020-10-12,1.71
GT8669006,2020-10-19,1.8
GT8669006,2020-10-26,1.86
GT8669006,2020-11-02,1.91
GT8669006,2020-11-09,1.95
GT8669006,2020-11-16,2.2
GT8669006,2020-11-23,2.5
GT8669006,2020-11-30,2.15
GT8669006,2020-12-07,2.22
GT8669006,2020-12-14,2.27
GT8669006,2020-12-21,2.35
GT8669006,2020-12-28,2.45
GT8669006,2021-01-04,2.48
GT8669006,2021-01-11,2.5
GT8669006,2021-01-18,2.54
GT8669006,2021-01-25,2.57
GT8669006,2021-02-01,2.59
GT8669006,2021-02-08,2.64
GT8669006,2021-02-15,2.65
GT8669006,2021-02-22,2.69
GT8669006,2021-03-01,2.74
GT8669006,2021-03-08,2.8
GT8669006,2021-03-15,2.83
GT8669006,2021-03-22,2.88
GT8669006,2021-03-29,2.95
GT8669006,2021-04-05,2.99
GT8669006,2021-04-12,2.96
GT8669006,2021-04-19,2.91
GT8669006,2021-04-26,2.89
GT8669006,2021-05-03,2.84
GT8669006,2021-05-10,2.84
GT8669006,2021-05-17,2.79
GT8669006,2021-05-24,2.74
GT8669006,2021-05-31,2.69
GT8669006,2021-06-07,2.52
GT8669006,2021-06-14,2.34
GT8669006,2021-06-21,2.2
GT8669006,2021-06-28,2.08
GT8669006,2021-07-05,2.5
GT8669006,2021-07-12,2.1
GT8669006,2021-07-19,1.98
GT8669006,2021-07-26,1.94
GT8669006,2021-08-02,1.89
GT8669006,2021-08-09,1.82
GT8669006,2021-08-16,1.79
GT8669006,2021-08-23,1.74
GT8669006,2021-08-30,1.71
GT8669006,2021-09-06,1.65
GT8669006,2021-09-13,1.57
GT8669006,2021-09-20,1.52
GT8669006,2021-09-27,1.6
GT8669006,2021-10-04,1.71
GT8669006,2021-10-11,1.84
GT8669006,2021-10-18,1.9
GT8669006,2021-10-25,1.95
GT8669006,2021-11-01,2.02
GT8669006,2021-11-08,2.04
GT8669006,2021-11-15,2.08
