Station_ID,Date,Sed_Coarse_kgs,Sed_Bulk_kgs,Sed_Conc_ppm,Sed_Total_kgs
SW93.5L,2013-08-28,16233.68,71952.31,1250.0,88185.99
SW93.5L,2013-09-04,21603.75,71382.77,1090.0,92986.52
SW93.5L,2013-09-11,32945.64,160679.72,1890.0,193625.36
SW93.5L,2013-09-18,18392.22,59949.84,1070.0,78342.06
SW93.5L,2013-09-25,8186.19,45085.46,1270.0,53271.65
SW93.5L,2013-10-02,6017.59,41818.2,1340.0,47835.79
SW93.5L,2013-10-09,6069.67,20662.78,680.0,26732.45
SW93.5L,2013-10-19,8002.94,72196.46,1990.0,80199.4
SW93.5L,2013-10-23,6259.13,50553.24,1470.0,56812.37
SW93.5L,2013-11-17,0.0,0.0,1790.0,0.0
SW93.5L,2013-11-24,0.0,0.0,1090.0,0.0
SW93.5L,2013-12-19,0.0,0.0,850.0,0.0
SW93.5L,2013-12-25,0.0,0.0,780.0,0.0
SW93.5L,2014-01-16,0.0,0.0,1250.0,0.0
SW93.5L,2014-01-25,0.0,0.0,1110.0,0.0
SW93.5L,2014-02-15,0.0,0.0,1250.0,0.0
SW93.5L,2014-02-23,0.0,0.0,1070.0,0.0
SW93.5L,2014-03-18,0.0,0.0,1380.0,0.0
SW93.5L,2014-03-25,0.0,0.0,1150.0,0.0
SW93.5L,2014-04-16,0.0,0.0,1100.0,0.0
SW93.5L,2014-04-23,0.0,0.0,1020.0,0.0
SW93.5L,2014-05-18,0.0,0.0,1080.0,0.0
SW93.5L,2014-05-25,0.0,0.0,1170.0,0.0
SW93.5L,2014-06-05,1454.94,21983.33,1025.0,23438.27
SW93.5L,2014-06-19,2380.97,49960.92,1890.0,52341.89
SW93.5L,2014-07-09,8400.75,119528.95,2940.0,127929.7
SW93.5L,2014-07-23,10674.95,98285.27,2180.0,108960.22
SW93.5L,2014-08-06,12364.03,12364.03,3050.0,24728.05
SW93.5L,2014-08-13,15791.47,121861.12,2450.0,137652.59
SW93.5L,2014-08-14,154.54,11981.13,305.0,12135.67
SW93.5L,2014-08-20,25560.14,186290.77,2470.0,211850.91
SW93.5L,2014-08-27,0.0,37675.76,3140.0,37675.76
SW93.5L,2014-09-03,25883.24,203121.35,2560.0,229004.59
SW93.5L,2014-09-10,16454.49,213346.3,3920.0,229800.79
SW93.5L,2014-09-17,12881.12,176674.04,3850.0,189555.16
SW93.5L,2014-09-24,19583.66,227498.4,3960.0,247082.06
SW93.5L,2014-10-15,3792.87,105039.5,3980.0,108832.37
SW93.5L,2014-10-29,2142.51,74072.46,3250.0,76214.97
SW93.5L,2014-11-11,0.0,0.0,3482.0,0.0
SW93.5L,2014-11-18,0.0,0.0,3568.0,0.0
SW93.5L,2014-12-09,0.0,0.0,2532.0,0.0
SW93.5L,2014-12-27,0.0,0.0,2742.0,0.0
SW93.5L,2015-02-21,0.0,0.0,11.67,0.0
SW93.5L,2015-02-28,0.0,0.0,66.67,0.0
SW93.5L,2015-03-22,0.0,0.0,41.67,0.0
SW93.5L,2015-03-31,0.0,0.0,25.0,0.0
SW93.5L,2015-04-21,0.0,0.0,128.33,0.0
SW93.5L,2015-04-28,0.0,0.0,143.33,0.0
SW93.5L,2015-05-20,0.0,0.0,18.33,0.0
SW93.5L,2015-05-27,0.0,0.0,88.33,0.0
SW93.5L,2015-06-03,5965.4,1592.27,170.0,7557.67
SW93.5L,2015-06-17,12872.65,1991.55,126.67,14864.2
SW93.5L,2015-07-08,16472.0,2236.01,135.0,18708.01
SW93.5L,2015-07-23,15329.25,1765.59,110.0,17094.84
SW93.5L,2015-08-05,16715.41,881.62,53.33,17597.03
SW93.5L,2015-08-12,11420.53,3004.25,200.0,14424.78
SW93.5L,2015-08-19,18378.46,3876.4,216.67,22254.86
SW93.5L,2015-08-26,32857.7,10269.11,366.67,43126.81
SW93.5L,2015-09-04,37508.24,10331.59,350.0,47839.83
SW93.5L,2015-09-09,16520.69,6730.08,216.67,23250.77
SW93.5L,2015-09-16,18513.77,5369.36,266.67,23883.13
SW93.5L,2015-09-22,11949.92,4166.91,250.0,16116.83
SW93.5L,2015-10-14,3244.01,2714.41,266.67,5958.42
SW93.5L,2015-10-28,1209.43,1474.33,183.33,2683.76
SW93.5L,2015-11-15,0.0,0.0,200.0,0.0
SW93.5L,2015-11-21,0.0,0.0,233.33,0.0
SW93.5L,2015-12-13,0.0,0.0,200.0,0.0
SW93.5L,2015-12-20,0.0,0.0,250.0,0.0
SW93.5L,2016-01-28,1209.43,0.0,112.7,0.0
SW93.5L,2016-06-08,857.7,3828.06,207.86,4685.75
SW93.5L,2016-06-22,4553.6,10659.7,340.71,15213.3
SW93.5L,2016-07-13,18755.4,32061.3,549.29,50816.7
SW93.5L,2016-07-27,36117.39,65130.46,692.14,101247.85
SW93.5L,2016-08-10,25050.25,32483.58,470.0,57533.83
SW93.5L,2016-08-17,20143.73,19940.3,329.29,40084.03
SW93.5L,2016-08-24,26472.68,26306.24,406.43,52778.92
SW93.5L,2016-08-31,28914.37,34126.73,515.0,63041.1
SW93.5L,2016-09-07,18824.84,35096.02,605.0,53920.86
SW93.5L,2016-09-15,20288.1,21421.92,374.29,41710.02
SW93.5L,2016-09-21,15532.26,25738.29,491.43,41270.55
SW93.5L,2016-09-28,13431.78,14237.8,297.86,27669.58
SW93.5L,2016-10-05,13347.58,12949.39,232.14,26296.97
SW93.5L,2016-10-14,6725.51,8680.24,208.57,15405.75
SW93.5L,2016-11-14,0.0,0.0,298.57,0.0
SW93.5L,2016-11-21,0.0,0.0,310.0,0.0
SW93.5L,2016-12-15,0.0,0.0,232.86,0.0
SW93.5L,2016-12-24,0.0,0.0,305.71,0.0
SW93.5L,2017-01-15,0.0,0.0,9.29,0.0
SW93.5L,2017-01-22,0.0,0.0,20.71,0.0
SW93.5L,2017-02-13,0.0,0.0,2.14,0.0
SW93.5L,2017-02-22,0.0,0.0,8.57,0.0
SW93.5L,2017-03-14,0.0,0.0,5.0,0.0
SW93.5L,2017-03-21,0.0,0.0,7.14,0.0
SW93.5L,2017-04-12,0.0,0.0,25.71,0.0
SW93.5L,2017-04-20,0.0,0.0,23.57,0.0
SW93.5L,2017-05-12,0.0,0.0,64.14,0.0
SW93.5L,2017-05-19,0.0,0.0,32.86,0.0
SW93.5L,2017-06-09,4567.42,11547.19,329.29,16114.61
SW93.5L,2017-06-21,5211.49,11738.68,301.43,16950.17
SW93.5L,2017-07-13,24906.85,11318.54,210.0,36225.39
SW93.5L,2017-07-26,18223.03,15186.25,454.29,33409.28
SW93.5L,2017-08-03,20727.08,27776.43,508.57,48503.51
SW93.5L,2017-08-09,20979.73,28583.78,74.29,49563.51
SW93.5L,2017-08-16,48008.63,4322.3,614.29,52330.93
SW93.5L,2017-09-07,22819.72,62809.79,487.86,85629.51
SW93.5L,2017-09-13,21791.5,29571.08,345.71,51362.58
SW93.5L,2017-09-27,11405.93,21474.59,408.57,32880.52
SW93.5L,2017-10-04,16255.14,11949.96,251.43,28205.1
SW93.5L,2017-10-11,12619.18,17861.76,420.0,30480.94
SW93.5L,2017-10-18,6913.07,5893.45,182.86,12806.52
SW93.5L,2017-10-25,4206.92,10734.8,360.71,14941.72
SW93.5L,2017-11-04,1929.53,0.0,269.28,1929.53
SW93.5L,2017-11-11,844.08,4296.62,249.28,5140.7
SW93.5L,2017-12-03,362.69,1972.76,137.14,2335.45
SW93.5L,2017-12-11,347.48,2743.63,250.71,3091.11
SW93.5L,2018-01-02,0.0,0.0,31.43,0.0
SW93.5L,2018-01-09,0.0,0.0,27.14,0.0
SW93.5L,2018-02-02,0.0,0.0,15.71,0.0
SW93.5L,2018-02-09,0.0,0.0,22.86,0.0
SW93.5L,2018-03-19,0.0,0.0,0.0,0.0
SW93.5L,2018-03-28,0.0,0.0,0.0,0.0
SW93.5L,2018-04-02,0.0,0.0,0.0,0.0
SW93.5L,2018-04-09,0.0,0.0,0.0,0.0
SW93.5L,2018-05-02,0.0,0.0,0.0,0.0
SW93.5L,2018-05-15,0.0,0.0,0.0,0.0
SW93.5L,2018-06-06,3201.93,6585.72,344.17,9787.65
SW93.5L,2018-06-20,3722.21,7708.83,370.0,11431.04
SW93.5L,2018-07-04,6346.24,10543.2,385.0,16889.44
SW93.5L,2018-07-11,11316.82,16543.59,456.43,27860.41
SW93.5L,2018-07-18,6790.42,12697.76,393.57,19488.18
SW93.5L,2018-07-25,8669.6,15817.05,475.71,24486.65
SW93.5L,2018-08-01,10880.78,18325.82,557.0,29206.6
SW93.5L,2018-08-08,18640.58,34153.69,782.0,52794.27
SW93.5L,2018-08-15,16875.61,9353.65,229.0,26229.26
SW93.5L,2018-08-29,15582.29,19891.77,489.0,35474.06
SW93.5L,2018-09-14,19081.88,25317.11,568.0,44398.99
SW93.5L,2018-10-10,6764.8,5588.17,147.14,12352.97
SW93.5L,2018-10-24,3801.09,3131.15,130.0,6932.24
SW93.5L,2018-11-11,1554.62,2508.96,161.0,4063.58
SW93.5L,2018-11-19,842.84,1647.18,114.0,2490.02
SW93.5L,2018-12-09,0.0,0.0,0.0,0.0
SW93.5L,2018-12-17,0.0,0.0,0.0,0.0
SW93.5L,2019-01-08,0.0,0.0,0.0,0.0
SW93.5L,2019-01-15,0.0,0.0,0.0,0.0
SW93.5L,2019-02-07,0.0,0.0,0.0,0.0
SW93.5L,2019-02-14,0.0,0.0,0.0,0.0
SW93.5L,2019-03-10,0.0,0.0,0.0,0.0
SW93.5L,2019-03-18,0.0,0.0,0.0,0.0
SW93.5L,2019-04-07,0.0,0.0,0.0,0.0
SW93.5L,2019-04-10,0.0,1.46,30.0,1.46
SW93.5L,2019-04-15,0.0,0.0,0.0,0.0
SW93.5L,2019-04-24,0.0,0.33,10.0,0.33
SW93.5L,2019-05-08,0.0,11.26,20.0,11.26
SW93.5L,2019-05-22,0.0,10.39,20.0,10.39
SW93.5L,2019-05-26,1635.84,1587.38,79.17,3223.22
SW93.5L,2019-06-09,0.0,40.39,90.0,40.39
SW93.5L,2019-06-12,1608.17,2020.4,111.0,3628.57
SW93.5L,2019-06-19,0.0,74.31,70.0,74.31
SW93.5L,2019-06-26,4383.67,5650.68,247.0,10034.35
SW93.5L,2019-07-03,0.0,56.04,60.0,56.04
SW93.5L,2019-07-09,10.32,6.19,22.9,16.51
SW93.5L,2019-07-10,7063.59,5983.02,217.0,13046.61
SW93.5L,2019-07-17,21545.49,30582.07,649.0,52127.56
SW93.5L,2019-07-24,54.89,109.94,41.7,164.83
SW93.5L,2019-07-28,18517.24,13393.18,257.5,31910.42
SW93.5L,2019-08-02,24714.45,18218.25,273.33,42932.7
SW93.5L,2019-08-07,20460.07,10742.5,212.5,31202.57
SW93.5L,2019-08-16,17839.88,14864.28,300.0,32704.16
SW93.5L,2019-08-21,14074.76,16498.48,375.83,30573.24
SW93.5L,2019-08-23,866.07,89.12,54.4,955.19
SW93.5L,2019-08-28,25017.05,32746.21,579.17,57763.26
SW93.5L,2019-09-04,10154.02,16682.48,437.5,26836.5
SW93.5L,2019-09-06,1196.45,188.75,85.0,1385.2
SW93.5L,2019-09-11,13574.13,18363.83,430.0,31937.96
SW93.5L,2019-09-18,24657.84,29040.13,535.0,53697.97
SW93.5L,2019-09-22,0.0,252.25,93.0,0.0
SW93.5L,2019-09-25,32481.87,35969.69,500.83,68451.56
SW93.5L,2019-10-10,28033.45,22981.69,350.71,51015.14
SW93.5L,2019-10-16,19160.04,19188.31,423.57,38348.35
SW93.5L,2019-10-23,10982.99,10698.36,350.0,21681.35
SW93.5L,2019-10-30,6784.17,9743.62,382.86,16527.79
SW93.5L,2019-11-13,2892.58,3060.21,146.72,5952.79
SW93.5L,2019-11-25,1062.34,1272.7,81.67,2335.04
SW93.5L,2020-06-10,4148.38,6000.83,198.54,10149.21
SW93.5L,2020-06-24,11374.78,12603.54,289.19,23978.32
SW93.5L,2020-07-08,25245.31,8851.56,138.53,34096.87
SW93.5L,2020-07-15,33163.15,35710.7,493.82,68873.85
SW93.5L,2020-07-23,36481.47,31541.62,387.24,68023.09
SW93.5L,2020-07-29,35312.6,54900.05,634.11,90212.65
SW93.5L,2020-08-05,27229.65,25990.82,371.36,53220.47
SW93.5L,2020-08-12,25327.34,34857.13,537.45,60184.47
SW93.5L,2020-08-19,24974.42,13956.12,216.14,38930.54
SW93.5L,2020-08-26,27503.3,39828.25,613.26,67331.55
SW93.5L,2020-09-02,25141.44,55747.79,925.33,80889.23
SW93.5L,2020-09-09,22238.78,42940.17,753.16,65178.95
SW93.5L,2020-09-16,16778.65,26826.1,501.26,43604.75
SW93.5L,2020-09-26,26978.96,29338.4,471.03,56317.36
SW93.5L,2020-10-07,22762.18,28016.46,497.51,50778.64
SW93.5L,2020-10-14,18080.7,14006.17,268.96,32086.87
SW93.5L,2020-10-21,6724.55,9587.57,319.88,16312.12
SW93.5L,2020-10-28,5185.16,8325.48,289.64,13510.64
SW93.5L,2020-11-17,1383.04,2059.48,111.04,3442.52
SW93.5L,2020-11-24,591.18,1357.68,95.91,1357.68
SW93.5L,2020-12-17,0.0,415.1,33.46,415.1
SW93.5L,2020-12-24,0.0,130.0,12.51,130.0
SW93.5L,2021-01-14,0.0,51.93,5.45,51.93
SW93.5L,2021-01-21,0.0,74.44,9.39,74.44
SW93.5L,2021-02-15,0.0,68.73,8.86,68.73
SW93.5L,2021-02-22,0.0,71.58,11.39,71.58
SW93.5L,2021-03-15,0.0,103.43,12.37,103.43
SW93.5L,2021-03-22,0.0,74.58,9.5,74.58
SW93.5L,2021-04-12,0.0,615.4,66.82,615.4
SW93.5L,2021-04-20,0.0,538.34,71.88,538.34
SW93.5L,2021-06-09,2717.51,566.48,19.4,3283.99
SW93.5L,2021-06-26,4104.54,15587.67,419.04,19692.21
SW93.5L,2021-07-15,23298.3,27268.18,541.04,50566.48
SW93.5L,2021-07-19,26049.23,27993.38,508.97,54042.61
SW93.5L,2021-07-25,22197.06,22585.1,457.19,44782.16
SW93.5L,2021-07-28,12624.26,19227.35,494.28,31851.61
SW93.5L,2021-08-04,20651.1,35342.01,724.22,55993.11
SW93.5L,2021-08-11,23306.79,43541.74,806.33,66848.53
SW93.5L,2021-08-18,30438.98,42607.18,562.1,73046.16
SW93.5L,2021-08-25,34070.17,63002.58,773.99,97072.75
SW93.5L,2021-09-09,27787.68,56446.51,733.07,84234.19
SW93.5L,2021-09-15,2228.26,44254.23,674.61,46482.49
SW93.5L,2021-09-22,13101.57,24806.21,517.88,37907.78
SW93.5L,2021-09-29,10893.72,28061.29,655.64,38955.01
SW93.5L,2021-10-06,15056.44,17609.08,341.26,32665.52
SW93.5L,2021-10-13,10492.21,17548.56,426.97,28040.77
SW93.5L,2021-10-20,6039.61,9140.13,272.03,15179.74
SW93.5L,2021-10-27,8728.53,11699.99,290.32,20428.52
SW93.5L,2021-11-08,2682.82,6195.42,201.15,8878.24
SW93.5L,2021-11-15,1424.42,6441.81,280.08,7866.23
SW93.5L,2021-11-24,591.18,1357.68,95.91,1948.86
SW93.5L,2021-12-07,761.95,1354.48,74.83,2116.43
SW93.5L,2021-12-14,429.19,712.83,54.83,1142.02
SW93.5L,2022-02-16,0.0,225.54,26.0,225.54
SW93.5L,2022-02-23,0.0,170.66,21.0,170.66
SW93.5L,2022-03-20,0.0,56.43,7.0,56.43
SW93.5L,2022-03-27,0.0,67.92,8.0,67.92
SW93.5L,2022-04-17,0.0,1258.83,78.0,1258.83
SW93.5L,2022-04-24,0.0,2313.4,112.93,2313.4
SW93.5L,2022-05-16,0.0,720.87,42.21,720.87
SW93.5L,2022-05-18,0.0,630.67,51.69,630.67
SW93.5L,2022-05-23,17202.74,7404.26,194.71,24607.0
SW93.5L,2022-05-25,0.0,435.34,27.55,435.34
SW93.5L,2022-06-08,0.0,1886.64,217.67,1886.64
SW93.5L,2022-06-09,2717.51,566.48,19.4,3283.99
SW93.5L,2022-06-22,0.0,80253.67,895.29,80253.67
SW93.5L,2022-06-26,4104.54,15587.67,419.02,19692.21
SW93.5L,2022-07-06,0.0,24969.18,498.86,24969.18
SW93.5L,2022-07-13,0.0,7289.6,298.79,7289.6
SW93.5L,2022-07-15,23298.3,27268.18,541.04,50566.48
SW93.5L,2022-07-19,26049.23,27993.38,508.97,54042.61
SW93.5L,2022-07-20,0.0,9042.22,362.36,9042.22
SW93.5L,2022-07-25,22197.06,22585.1,457.19,44782.16
SW93.5L,2022-07-27,0.0,5892.22,203.64,5892.22
SW93.5L,2022-07-28,12624.26,19227.35,494.28,31851.61
SW93.5L,2022-08-03,0.0,23975.79,495.14,23975.79
SW93.5L,2022-08-12,0.0,29835.56,536.79,29835.56
SW93.5L,2022-08-17,0.0,20075.86,503.07,20075.86
SW93.5L,2022-08-24,0.0,28379.98,596.86,28379.98
SW93.5L,2022-08-31,0.0,40104.21,742.71,40104.21
SW93.5L,2022-09-07,0.0,87388.3,950.93,87388.3
SW93.5L,2022-09-16,0.0,18646.64,425.79,18646.64
SW93.5L,2022-09-21,0.0,37412.21,720.21,37412.21
SW93.5L,2022-09-28,0.0,28049.01,587.71,28049.01
SW93.5L,2022-10-05,15985.26,33068.51,566.93,49053.77
SW93.5L,2022-10-12,15428.92,31406.25,596.43,46835.17
SW93.5L,2022-10-19,19795.95,50706.56,784.29,70502.51
SW93.5L,2022-10-27,8462.31,32584.9,625.86,41047.21
SW93.5L,2023-01-23,0.0,103.79,8.14,103.79
SW93.5L,2023-01-30,0.0,68.41,5.36,68.41
SW93.5L,2023-02-20,0.0,72.13,5.64,72.13
SW93.5L,2023-02-27,0.0,90.92,7.5,90.92
SW93.5L,2023-03-21,0.0,167.73,12.5,167.73
SW93.5L,2023-03-28,0.0,193.38,13.71,193.38
SW93.5L,2023-04-19,0.0,483.9,29.5,483.9
SW93.5L,2023-04-26,0.0,298.31,20.0,298.31
SW93.5L,2023-05-18,1057.2,1489.77,76.57,2546.97
SW93.5L,2023-05-25,1095.17,1230.86,54.29,2326.03
SW93.5L,2023-06-07,873.57,1558.13,62.43,2431.7
SW93.5L,2023-06-14,1264.87,1844.67,67.0,3109.54
SW93.5L,2023-06-21,10424.17,25238.39,519.57,35662.56
SW93.5L,2023-06-26,18271.27,24775.94,423.79,43047.21
SW93.5L,2023-07-05,16002.96,15721.49,281.64,31724.45
SW93.5L,2023-07-12,20450.56,18907.5,313.79,39358.06
SW93.5L,2023-07-19,19182.27,27411.57,408.79,46593.84
SW93.5L,2023-07-26,15809.7,22868.81,373.79,38678.51
SW93.5L,2023-08-03,16680.6,19519.47,326.71,36200.07
SW93.5L,2023-08-09,22388.03,21575.41,351.71,43963.44
SW93.5L,2023-08-16,26111.39,35770.05,503.86,61881.44
SW93.5L,2023-08-23,23831.46,26952.25,399.57,50783.71
SW93.5L,2023-09-06,16528.51,22599.0,364.5,39127.51
SW93.5L,2023-09-13,14355.14,10676.36,234.0,25031.5
SW93.5L,2023-09-20,9659.78,7874.37,192.0,17534.15
SW93.5L,2023-09-27,13444.47,10168.77,216.63,23613.24
SW93.5L,2023-10-07,14578.76,72846.29,1480.19,87425.05
SW93.5L,2023-10-13,10204.08,63357.39,1412.06,73561.47
SW93.5L,2023-10-18,7463.87,62863.6,1509.56,70327.47
SW93.5L,2023-10-26,3843.19,44264.44,1383.31,48107.63
SW93.5L,2023-11-02,1504.97,2907.51,116.64,4412.48
SW93.5L,2023-11-09,1038.97,2414.65,126.29,3453.62
SW93.5L,2023-12-10,536.45,541.13,38.57,1077.58
SW93.5L,2023-12-17,253.75,261.99,22.86,515.74
SW93.5L,2024-01-24,0.0,40.04,4.79,40.04
SW93.5L,2024-01-31,0.0,63.41,8.43,63.41
SW93.5L,2024-02-22,0.0,48.23,7.79,48.23
SW93.5L,2024-02-29,0.0,45.12,7.07,45.12
SW93.5L,2024-03-24,0.0,78.04,10.64,78.04
SW93.5L,2024-03-31,0.0,78.04,10.64,78.04
SW93.5L,2024-04-23,0.0,298.34,26.5,298.34
SW93.5L,2024-04-30,0.0,242.75,17.86,242.75
SW93.5L,2024-05-22,362.47,761.37,46.5,1123.84
SW93.5L,2024-05-29,460.58,970.37,53.0,1430.95
SW93.5L,2024-06-05,1222.42,6291.81,227.88,7514.23
SW93.5L,2024-06-12,1816.63,5207.5,156.63,7024.13
SW93.5L,2024-06-19,3513.65,10100.9,236.0,13614.55
SW93.5L,2024-06-25,4930.85,11806.74,269.88,16737.59
SW93.5L,2024-07-03,16170.89,27576.92,490.31,43747.81
SW93.5L,2024-07-10,25474.26,33170.98,457.81,58645.24
SW93.5L,2024-07-17,26294.43,34988.79,505.38,61283.22
SW93.5L,2024-07-24,21447.58,36069.09,555.88,57516.67
SW93.5L,2024-08-07,16272.04,19194.79,322.81,35466.83
SW93.5L,2024-08-14,19943.83,27585.31,445.88,47529.14
SW93.5L,2024-08-21,24061.25,32939.92,471.81,57001.17
SW93.5L,2024-08-28,17137.88,27418.96,479.38,44556.84
SW93.5L,2024-09-04,13968.11,19879.41,395.88,33847.52
SW93.5L,2024-09-11,13749.14,16861.44,346.5,30610.58
SW93.5L,2024-09-18,10939.84,14956.57,353.38,25896.41
SW93.5L,2024-09-25,14549.79,27704.5,576.5,42254.29
SW93.5L,2024-10-02,19532.32,988.22,17.81,20520.54
SW93.5L,2024-10-09,16353.12,18611.9,356.94,34965.02
SW93.5L,2024-10-16,16223.81,21491.79,403.88,37715.6
SW93.5L,2024-10-23,8045.04,12699.21,292.19,20744.25
SW93.5L,2024-11-19,636.83,1377.11,89.21,2013.94
SW93.5L,2024-11-26,563.58,1667.59,113.14,2231.17
SW93.5L,2024-12-19,389.44,222.54,17.25,611.98
SW93.5L,2024-12-26,225.94,317.39,26.86,543.33
SW93.5L,2025-01-02,0.0,142.8,10.81,142.8
SW93.5L,2025-01-09,0.0,115.01,11.24,115.01
SW93.5L,2025-02-02,0.0,163.46,11.79,163.46
SW93.5L,2025-02-09,0.0,101.07,9.36,101.07
SW93.5L,2025-03-03,0.0,128.29,9.5,128.29
SW93.5L,2025-03-10,0.0,100.91,9.36,100.91
SW93.5L,2025-04-15,0.0,350.91,27.93,350.91
SW93.5L,2025-04-22,0.0,291.46,18.21,291.46
SW93.5L,2025-05-04,881.12,5800.49,304.71,6681.61
SW93.5L,2025-05-11,421.56,1136.12,81.36,1557.68
SW93.5L,2025-06-04,3308.39,12134.21,332.28,15442.6
SW93.5L,2025-06-11,6002.43,15728.01,346.12,21730.44
SW93.5L,2025-06-18,3081.72,9889.62,259.49,12971.34
SW93.5L,2025-06-25,4558.46,8232.7,197.0,12791.16
SW93.5L,2025-07-02,14128.71,23537.67,429.0,37666.38
SW93.5L,2025-07-09,13437.31,16859.17,337.64,30296.48
SW93.5L,2025-07-16,13197.95,16430.67,336.57,29628.62
SW93.5L,2025-07-23,19255.36,29755.22,513.07,49010.58
SW93.5L,2025-08-06,22374.93,36044.26,562.71,58419.19
SW93.5L,2025-08-13,23692.26,46976.88,623.07,70669.14
SW93.5L,2025-08-20,27434.03,30319.87,391.93,57753.9
SW93.5L,2025-08-27,20753.26,21203.54,317.21,41956.8
SW93.5L,2025-09-03,20824.83,36097.0,520.86,56921.83
SW93.5L,2025-09-10,18049.42,30516.03,483.0,48565.45
SW93.5L,2025-09-17,17609.15,25765.56,432.93,43374.71
SW93.5L,2025-09-24,21798.63,39096.49,542.0,60895.12
SW93.5L,2025-09-30,17007.59,43125.77,634.14,60133.36
SW93.5L,2025-10-15,8845.28,16340.33,338.36,25185.61
SW93.5L,2025-10-18,15980.43,29865.73,446.07,45846.16
SW93.5L,2025-10-22,5727.68,11412.5,278.29,17140.18
SW93.5L,2025-11-10,1220.78,3106.22,125.46,4327.0
SW93.5L,2025-11-17,639.92,3762.24,177.48,4402.16
SW93.5L,2025-12-08,427.88,608.46,42.93,1036.34
SW93.5L,2025-12-15,375.86,577.51,45.79,953.37
