cluster,events,duration_d,total_rise_m,max_daily_rise_cm,start_margin_m,start_doy,share_danger
0,422,14.0,2.035,43.99999999999995,-6.455,156.0,0.030805687203791468
1,653,11.0,1.0600000000000005,23.000000000000043,-2.2799999999999994,212.0,0.1562021439509954
