target,era,goalundo_margin,p
12,During,1.75,0.9999994491417116
12,During,1.8000000000000007,0.9999996254629777
12,During,1.8500000000000005,0.9999997453465328
12,During,1.9000000000000004,0.9999998268572075
12,During,1.9500000000000002,0.9999998822775668
12,During,2.0,0.9999999199587182
12,After,-3.0,6.560568785988315e-18
12,After,-2.95,1.246604799524969e-17
12,After,-2.9,2.3687329207151877e-17
12,After,-2.85,4.5009417995325784e-17
12,After,-2.8,8.552453045936034e-17
12,After,-2.75,1.625092177609063e-16
12,After,-2.7,3.0879147439237734e-16
12,After,-2.65,5.867493301069665e-16
12,After,-2.6,1.1149102385628155e-15
12,After,-2.55,2.118493837607967e-15
12,After,-2.5,4.025450645935595e-15
12,After,-2.45,7.64894974684453e-15
12,After,-2.4,1.4534132293691507e-14
12,After,-2.35,2.76169942961995e-14
12,After,-2.3,5.24763610612903e-14
12,After,-2.25,9.971282322398759e-14
12,After,-2.2,1.8946906596067502e-13
12,After,-2.15,3.6001916097960663e-13
12,After,-2.1,6.840894877232432e-13
12,After,-2.05,1.2998708900380534e-12
12,After,-2.0,2.46994634633379e-12
12,After,-1.95,4.6932622312840756e-12
12,After,-1.9,8.91789022229104e-12
12,After,-1.8499999999999999,1.6945306291733104e-11
12,After,-1.7999999999999998,3.219858039974925e-11
12,After,-1.75,6.118205017342552e-11
12,After,-1.7,1.16254916112856e-10
12,After,-1.65,2.2090148142187592e-10
12,After,-1.5999999999999999,4.197453847234455e-10
12,After,-1.5499999999999998,7.975781186755354e-10
12,After,-1.5,1.5155160207247382e-09
12,After,-1.45,2.8797038858126253e-09
12,After,-1.4,5.471861957497126e-09
12,After,-1.3499999999999999,1.0397344449043076e-08
12,After,-1.2999999999999998,1.975648727114356e-08
12,After,-1.25,3.754023807901236e-08
12,After,-1.2,7.133198493882738e-08
12,After,-1.15,1.355412799948552e-07
12,After,-1.0999999999999999,2.5754838501367105e-07
12,After,-1.0499999999999998,4.893797914619789e-07
12,After,-1.0,9.298933491692469e-07
12,After,-0.9499999999999997,1.766932989547023e-06
12,After,-0.8999999999999999,3.3574278598764993e-06
12,After,-0.8500000000000001,6.379588678604616e-06
12,After,-0.7999999999999998,1.212208949524075e-05
12,After,-0.75,2.303350600931779e-05
12,After,-0.6999999999999997,4.376615009086464e-05
12,After,-0.6499999999999999,8.315886200573097e-05
12,After,-0.5999999999999996,0.0001580022716031973
12,After,-0.5499999999999998,0.00030018491827837413
