target,window_days,start,monsoon,PI,full_PI
12,180,2023-10-04,False,0.8361698178938877,0.8500220875276648
12,180,2023-10-07,False,0.8367937108422958,0.8500220875276648
12,180,2023-10-10,False,0.8413323735117995,0.8500220875276648
12,180,2023-10-13,False,0.8460511455231221,0.8500220875276648
12,180,2023-10-16,False,0.8428612425465267,0.8500220875276648
12,180,2023-10-19,False,0.8452550650771398,0.8500220875276648
12,180,2023-10-22,False,0.8371343627196977,0.8500220875276648
12,180,2023-10-25,False,0.8351626051807021,0.8500220875276648
12,180,2023-10-28,False,0.8314975893427082,0.8500220875276648
12,180,2023-10-31,False,0.8258413815397896,0.8500220875276648
12,180,2023-11-03,False,0.8240942955021253,0.8500220875276648
12,180,2023-11-06,False,0.8209759671198857,0.8500220875276648
12,180,2023-11-09,False,0.817524879541289,0.8500220875276648
12,180,2023-11-12,False,0.8068293765869569,0.8500220875276648
12,180,2023-11-15,False,0.8039971749558127,0.8500220875276648
12,180,2023-11-18,False,0.811252606430417,0.8500220875276648
12,180,2023-11-21,False,0.8057640615246827,0.8500220875276648
12,180,2023-11-24,False,0.8053170520647721,0.8500220875276648
12,180,2023-11-27,False,0.8097195828371806,0.8500220875276648
12,180,2023-11-30,False,0.8766430086677703,0.8500220875276648
12,180,2023-12-03,False,0.8181389975763212,0.8500220875276648
12,180,2023-12-06,False,0.8194660419653257,0.8500220875276648
12,180,2023-12-09,False,0.8291641444492792,0.8500220875276648
12,180,2023-12-12,False,0.829373935692412,0.8500220875276648
12,180,2023-12-15,False,0.8316306677082459,0.8500220875276648
12,180,2023-12-18,False,0.8327947671221712,0.8500220875276648
12,180,2023-12-21,False,0.8324378717160841,0.8500220875276648
12,180,2023-12-24,False,0.84431212846116,0.8500220875276648
12,180,2023-12-27,False,0.8400079408284448,0.8500220875276648
12,180,2023-12-30,False,0.8382392274389382,0.8500220875276648
12,180,2024-01-02,False,0.8377410258568515,0.8500220875276648
12,180,2024-01-05,False,0.8361798381642952,0.8500220875276648
12,180,2024-01-08,False,0.848972913080948,0.8500220875276648
12,180,2024-01-11,False,0.8491742638732187,0.8500220875276648
12,180,2024-01-14,False,0.8493073059223977,0.8500220875276648
12,180,2024-01-17,False,0.8471990997581249,0.8500220875276648
12,180,2024-01-20,False,0.8455924041934577,0.8500220875276648
12,180,2024-01-23,False,0.8466113369461857,0.8500220875276648
12,180,2024-01-26,False,0.8466385120916161,0.8500220875276648
12,180,2024-01-29,False,0.846502540893297,0.8500220875276648
12,180,2024-02-01,False,0.8464358274650869,0.8500220875276648
12,180,2024-02-04,False,0.8464765390146303,0.8500220875276648
12,180,2024-02-07,False,0.8457856951027733,0.8500220875276648
12,180,2024-02-10,False,0.8428456520630403,0.8500220875276648
12,180,2024-02-13,False,0.8431537467373716,0.8500220875276648
12,180,2024-02-16,False,0.8428247669717625,0.8500220875276648
12,180,2024-02-19,False,0.8411557607251601,0.8500220875276648
12,180,2024-02-22,False,0.8406168049369968,0.8500220875276648
12,180,2024-02-25,False,0.8381122334487765,0.8500220875276648
12,180,2024-02-28,False,0.8386447959688523,0.8500220875276648
12,180,2024-03-02,False,0.8400054622207432,0.8500220875276648
12,180,2024-03-05,True,0.8399975843833358,0.8500220875276648
12,180,2024-03-08,True,0.8406313686527658,0.8500220875276648
12,180,2024-03-11,True,0.8378024419329608,0.8500220875276648
12,180,2024-03-14,True,0.8376500067019022,0.8500220875276648
12,180,2024-03-17,True,0.8379188973048077,0.8500220875276648
12,180,2024-03-20,True,0.8341883281734084,0.8500220875276648
12,180,2024-03-23,True,0.8343313580622392,0.8500220875276648
12,180,2024-03-26,True,0.8321847872258833,0.8500220875276648
12,180,2024-03-29,True,0.8331706511813585,0.8500220875276648
12,180,2024-04-01,True,0.8342699539412821,0.8500220875276648
12,180,2024-04-04,True,0.8348262247361506,0.8500220875276648
12,180,2024-04-07,True,0.8343327042886775,0.8500220875276648
12,180,2024-04-10,True,0.8333834947069904,0.8500220875276648
12,180,2024-04-13,True,0.8359573604877356,0.8500220875276648
12,180,2024-04-16,True,0.8344690759051341,0.8500220875276648
12,180,2024-04-19,True,0.8335797792896733,0.8500220875276648
12,180,2024-04-22,True,0.8319691116974283,0.8500220875276648
12,180,2024-04-25,True,0.8338583726450409,0.8500220875276648
12,180,2024-04-28,True,0.8381122049677499,0.8500220875276648
12,180,2024-05-01,True,0.8392315382036657,0.8500220875276648
12,180,2024-05-04,True,0.8409219007691238,0.8500220875276648
12,180,2024-05-07,True,0.8410308553356788,0.8500220875276648
12,180,2024-05-10,True,0.8453610970307976,0.8500220875276648
12,180,2024-05-13,True,0.8456324867124446,0.8500220875276648
12,180,2024-05-16,True,0.8435959964624786,0.8500220875276648
12,180,2024-05-19,True,0.8440399191757119,0.8500220875276648
12,180,2024-05-22,True,0.8433075345165006,0.8500220875276648
12,180,2024-05-25,True,0.8423439897242261,0.8500220875276648
12,180,2024-05-28,True,0.7830144098688184,0.8500220875276648
12,180,2024-05-31,True,0.8555421181503384,0.8500220875276648
12,180,2024-06-03,True,0.8553051176255959,0.8500220875276648
12,180,2024-06-06,True,0.8437795871611063,0.8500220875276648
12,180,2024-06-09,True,0.8426731799402859,0.8500220875276648
12,180,2024-06-12,True,0.8422596857404193,0.8500220875276648
12,180,2024-06-15,True,0.8420919401045286,0.8500220875276648
12,180,2024-06-18,True,0.8417228182177632,0.8500220875276648
12,180,2024-06-21,True,0.816289147056383,0.8500220875276648
12,180,2024-06-24,True,0.8234939112114323,0.8500220875276648
12,180,2024-06-27,True,0.8336571091768343,0.8500220875276648
