,m4,d3_4,m9,d3_9,m10,d3_10,m11,d3_11,m12,d3_12,m13,d3_13,m15,d3_15
0,-7.707021906453521,-0.07983422143280047,-6.298171699230313,-0.08572113676731787,-4.999248075784487,-0.10411486086441686,-4.999017169923031,-0.10262877442273544,-4.571326228537596,-0.14389579632918886,-4.530436944937833,-0.143153937240971,-2.988809946714032,-0.15226169330965067
1,-8.172105666156202,-0.0193874425727412,-6.234609494640122,0.07336447166921899,-4.960283307810106,0.09479326186830017,-4.936408882082695,0.09526033690658499,-4.382205206738131,0.17207503828483925,-4.341385911179174,0.1713445635528331,-2.764333843797856,0.19321592649310862
2,-5.353666666666666,0.6723055555555555,-2.705677777777777,0.627,-1.5291666666666661,0.6413888888888889,-1.5871666666666662,0.6081666666666667,-2.0283333333333333,0.44291666666666674,-2.079127777777778,0.4211666666666667,-1.1437777777777776,0.2769722222222224
3,-3.34297062023939,-0.2814581066376496,-2.567474428726875,-0.2892491838955386,-1.3930359085962996,-0.2935364526659412,-1.47474428726877,-0.27575625680087057,-1.9766594124047874,-0.24068552774755175,-2.0155179542981507,-0.22721436343852014,-1.0527856365614798,-0.1706311207834602
4,-2.180151650312219,0.1613380909901873,-1.6292390722569126,0.07866190900981267,-0.48677074041034674,0.07955396966993755,-0.59393398751115,0.07333630686886708,-1.2207136485280987,0.07048171275646742,-1.3247305976806425,0.06624442462087421,-0.576413916146298,0.055807314897413064
