transect,year,x,z,z0,dz
RMG12,2011,3770.0,-1.1123076923076924,2.832923076923077,-3.9452307692307693
RMG12,2011,3780.0,-1.3430769230769233,2.7540641025641026,-4.097141025641026
RMG12,2011,3790.0,-1.5738461538461541,2.6835384615384617,-4.257384615384616
RMG12,2011,3800.0,-1.6815384615384616,2.6521153846153847,-4.3336538461538465
RMG12,2011,3810.0,-1.7584615384615385,2.577467948717949,-4.335929487179488
RMG12,2011,3820.0,-1.7584615384615385,2.542884615384615,-4.301346153846154
RMG12,2011,3830.0,-1.4507692307692308,2.582307692307692,-4.033076923076923
RMG12,2011,3840.0,-1.143076923076923,2.513397435897436,-3.656474358974359
RMG12,2011,3850.0,-0.9969230769230769,2.381102564102564,-3.378025641025641
RMG12,2011,3860.0,-0.9584615384615385,2.2163846153846154,-3.174846153846154
RMG12,2011,3870.0,-0.92,2.0526666666666666,-2.9726666666666666
RMG12,2011,3880.0,-0.996923076923077,1.8916025641025642,-2.888525641025641
RMG12,2011,3890.0,-1.073846153846154,1.7640384615384617,-2.8378846153846156
RMG12,2011,3900.0,-1.0892307692307692,1.6518589743589744,-2.7410897435897437
RMG12,2011,3910.0,-1.0123076923076924,1.564923076923077,-2.5772307692307694
RMG12,2011,3920.0,-0.9353846153846155,1.4641538461538461,-2.3995384615384614
RMG12,2011,3930.0,-0.6430769230769231,1.335230769230769,-1.978307692307692
RMG12,2011,3940.0,-0.29692307692307696,1.1276025641025642,-1.424525641025641
RMG12,2011,3950.0,0.06461538461538462,0.9836538461538462,-0.9190384615384616
RMG12,2011,3960.0,0.48769230769230765,0.9750897435897435,-0.4873974358974359
RMG12,2011,3970.0,0.9107692307692308,0.937525641025641,-0.02675641025641018
RMG12,2011,3980.0,1.1723076923076923,0.839576923076923,0.3327307692307693
RMG12,2011,3990.0,1.3261538461538462,0.7847051282051283,0.541448717948718
RMG12,2011,4000.0,1.48,0.8063333333333333,0.6736666666666666
RMG12,2011,4010.0,1.9415384615384617,0.8973846153846154,1.0441538461538462
RMG12,2011,4020.0,2.4030769230769233,0.9244358974358974,1.4786410256410258
