station,era,q,wl
SW90,During,1816.6435143632627,5.140259054610578
SW90,During,1945.7062701619966,5.283992160347074
SW90,During,2083.938240945766,5.429074653809936
SW90,During,2231.990850147466,5.575506534999159
SW90,During,2390.56180133299,5.723287803914749
SW90,During,2560.3983661558705,5.872418460556698
SW90,During,2742.3009059034566,6.022898504925013
SW90,During,2937.1266432299776,6.174727937019691
SW90,During,3145.793701851007,6.327906756840735
SW90,During,3369.2854332364554,6.482434964388137
SW90,During,3608.6550506918925,6.638312559661907
SW90,During,3865.030592666378,6.795539542662038
SW90,During,4139.6202386766945,6.954115913388536
SW90,During,4433.7180028993525,7.114041671841395
SW90,During,4748.709832261771,7.27531681802062
SW90,During,5086.0801377699845,7.437941351926206
SW90,During,5447.418789852139,7.601915273558157
SW90,During,5834.428610683468,7.767238582916468
SW90,During,6248.933398800761,7.933911280001148
SW90,During,6692.886523822462,8.101933364812188
SW90,During,7168.380131777522,8.271304837349595
SW90,During,7677.655004423292,8.44202569761336
SW90,During,8223.111119015,8.614095945603495
SW90,During,8807.318958290101,8.787515581319989
SW90,During,9433.031623966166,8.962284604762846
SW90,During,10103.197810837684,9.138403015932067
SW90,During,10820.975702612715,9.315870814827656
SW90,During,11589.74785497407,9.494688001449603
SW90,During,12413.13713600189,9.674854575797914
SW90,During,13295.02379907766,9.856370537872593
SW90,During,14239.563768726102,10.03923588767363
SW90,During,15251.208225568122,10.223450625201036
SW90,During,16334.724582679119,10.409014750454805
SW90,During,17495.21895220479,10.595928263434933
SW90,During,18738.160208109482,10.784191164141426
SW90,During,20069.40575845316,10.97380345257428
SW90,During,21495.229148650225,11.164765128733505
SW90,During,23022.349625791572,11.357076192619092
SW90,During,24657.963803352475,11.550736644231035
SW90,During,26409.779575508273,11.745746483569345
SW90,During,28286.052440879448,11.942105710634028
SW90,During,30295.624406883457,12.139814325425066
SW90,During,32447.96565803214,12.338872327942466
SW90,During,34753.21918453712,12.53927971818623
SW90,During,37222.24858153795,12.741036496156354
SW90,During,39866.6892442085,12.944142661852858
SW90,During,42699.003200000036,13.148598215275705
SW91.9L,After,4717.465,1.4168299203967152
SW91.9L,After,4945.013516339595,1.4670416002803925
SW91.9L,After,5183.537912158595,1.5190794850781408
SW91.9L,After,5433.567612707877,1.572943574789953
SW91.9L,After,5695.657580243945,1.628633869415836
SW91.9L,After,5970.389545815037,1.6861503689557793
SW91.9L,After,6258.373300462846,1.745493073409797
SW91.9L,After,6560.248048705727,1.8066619827778752
SW91.9L,After,6876.683827307729,1.8696570970600241
SW91.9L,After,7208.3829924823185,1.934478416256244
SW91.9L,After,7556.08177883195,2.0011259403665242
SW91.9L,After,7920.551933483619,2.0695996693908754
SW91.9L,After,8302.60242904742,2.139899603329294
SW91.9L,After,8703.081259200308,2.212025742181776
SW91.9L,After,9122.877320880456,2.2859780859483294
SW91.9L,After,9562.922387269811,2.3617566346289465
SW91.9L,After,10024.19317594422,2.439361388223631
SW91.9L,After,10507.713516781401,2.5187923467323827
SW91.9L,After,11014.556624438816,2.600049510155202
SW91.9L,After,11545.847480445056,2.6831328784920885
SW91.9L,After,12102.76533019243,2.768042451743039
SW91.9L,After,12686.546300372716,2.8547782299080637
SW91.9L,After,13298.486142665844,2.9433402129871524
SW91.9L,After,13939.943109771293,3.033728400980305
SW91.9L,After,14612.340970165971,3.125942793887525
SW91.9L,After,15317.172168279683,3.2199833917088156
SW91.9L,After,16056.00113710301,3.3158501944441703
SW91.9L,After,16830.467770579802,3.413543202093596
SW91.9L,After,17642.29106349169,3.5130624146570817
SW91.9L,After,18493.272926913844,3.614407832134642
SW91.9L,After,19385.30218771014,3.717579454526266
SW91.9L,After,20320.35878094572,3.8225772818319577
SW91.9L,After,21300.518144521797,3.929401314051713
SW91.9L,After,22327.955825787158,4.038051551185543
SW91.9L,After,23404.952310351135,4.148527993233429
SW91.9L,After,24533.898083816184,4.260830640195387
SW91.9L,After,25717.298937664415,4.374959492071412
SW91.9L,After,26957.781531075772,4.490914548861511
SW91.9L,After,28258.099221022207,4.608695810565671
SW91.9L,After,29621.138173578358,4.72830327718389
SW91.9L,After,31049.92377001369,4.849736948716185
SW91.9L,After,32547.62732188404,4.972996825162554
SW91.9L,After,34117.573110028454,5.098082906522979
SW91.9L,After,35763.24576309414,5.224995192797476
SW91.9L,After,37488.29799196713,5.353733683986036
SW91.9L,After,39296.55869727565,5.484298380088667
SW91.9L,After,41192.04146796219,5.616689281105362
SW91.9L,After,43178.953489786145,5.750906387036125
SW91.9L,After,45261.70488353196,5.886949697880954
SW91.9L,After,47444.918493648445,6.024819213639859
SW91.9L,After,49733.440149046444,6.164514934312816
SW91.9L,After,52132.34941882999,6.306036859899846
SW91.9L,After,54646.970886832816,6.4493849904009455
SW91.9L,After,57282.88596998694,6.5945593258161175
SW91.9L,After,60045.94530675374,6.74155986614535
SW91.9L,After,62942.28174311524,6.890386611388649
SW91.9L,After,65978.32394494917,7.041039561546015
SW91.9L,After,69160.81066700126,7.193518716617449
SW91.9L,After,72496.8057101271,7.347824076602949
SW91.9L,After,75993.7136,7.503955641502516
SW91.9L,Before,4903.7846,1.6422005045138977
SW91.9L,Before,5147.534384207749,1.7230408174946155
SW91.9L,Before,5403.400107867923,1.8048176876866415
SW91.9L,Before,5671.984011467797,1.8875311150899798
SW91.9L,Before,5953.918270738713,1.9711810997046286
SW91.9L,Before,6249.866484631131,2.055767641530586
SW91.9L,Before,6560.525237251729,2.1412907405678574
SW91.9L,Before,6886.6257374387915,2.227750396816433
