,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,1.0,0.6507155409337276,0.7148615401917742,0.6589037900803075,0.4527981832907503,0.26054811376202514,0.17598948143533646,0.08021134286187522,0.0851876420622938,0.08326433413472568,0.0811073887583411,0.03428683706532579,0.034669084019362584,0.027045573794548736,0.05442991274977403,0.047818823339577,0.03217787802186086
2,0.6507155409337276,1.0,0.7567484542381399,0.6997643155205643,0.4988995527390811,0.27361322103395214,0.18023387047392259,0.12136455532954667,0.08923693590267376,0.08368837138918847,0.08750436136587261,0.034078802205448525,0.03351471533617317,0.037049876769694436,0.05247743074676351,0.05857825345277287,0.04950513091148653
3,0.7148615401917742,0.7567484542381399,1.0,0.8024795752453118,0.5710836750872564,0.3040042938365023,0.2076959488101977,0.12229466727302954,0.13183465620316734,0.12779545559329084,0.11184356164698608,0.06049598600961518,0.05765482889222262,0.05124801420967688,0.048812519810487204,0.07785610477332626,0.043216772456182995
4,0.6589037900803075,0.6997643155205643,0.8024795752453118,1.0,0.6434856331509875,0.4658815589913968,0.38700490225857315,0.15621756825046643,0.24960575408908608,0.24773674741985915,0.25055363769749955,0.10702381261586284,0.1036255713099191,0.12341150354305003,0.07232738635356535,0.08063319816516584,0.0666831234140344
5,0.4527981832907503,0.4988995527390811,0.5710836750872564,0.6434856331509875,1.0,0.40427943543838174,0.3173458415976588,0.13227695091686306,0.19095090344532173,0.18058567773234527,0.20031127184569544,0.09803114845840594,0.0911094680532615,0.11196994768897728,0.07008523378220417,0.060793894547707526,0.04614024813685843
6,0.26054811376202514,0.27361322103395214,0.3040042938365023,0.4658815589913968,0.40427943543838174,1.0,0.5378620243852319,0.3792758239906655,0.4364668517802553,0.48980839755791167,0.5013396661293311,0.29591326879341995,0.2862903864852702,0.30170974201616685,0.20801525101775153,0.19581736759362456,0.17182510587499433
7,0.17598948143533646,0.18023387047392259,0.2076959488101977,0.38700490225857315,0.3173458415976588,0.5378620243852319,1.0,0.5353327288278256,0.6499464890989909,0.78090922832986,0.7745931450855155,0.5313987152749036,0.526819149448727,0.5206242439430699,0.425034194325699,0.4173789169686756,0.3482217126507227
8,0.08021134286187522,0.12136455532954667,0.12229466727302954,0.15621756825046643,0.13227695091686306,0.3792758239906655,0.5353327288278256,1.0,0.5846445403320092,0.5114669536227023,0.5065954933419462,0.18861143015092985,0.17893680263652365,0.20864206626886458,0.09152587691621765,0.04913697063239072,0.07411638558878096
9,0.0851876420622938,0.08923693590267376,0.13183465620316734,0.24960575408908608,0.19095090344532173,0.4364668517802553,0.6499464890989909,0.5846445403320092,1.0,0.6517663748580937,0.6474364820957325,0.4845555335014306,0.47860742312735316,0.4974439370705712,0.34394134523035863,0.3395415359260884,0.2952645888977602
10,0.08326433413472568,0.08368837138918847,0.12779545559329084,0.24773674741985915,0.18058567773234527,0.48980839755791167,0.78090922832986,0.5114669536227023,0.6517663748580937,1.0,0.8686895697106807,0.6435231559414573,0.6366593878612318,0.6232490614662898,0.5455644983939175,0.5299404694577228,0.45774237620338765
11,0.0811073887583411,0.08750436136587261,0.11184356164698608,0.25055363769749955,0.20031127184569544,0.5013396661293311,0.7745931450855155,0.5065954933419462,0.6474364820957325,0.8686895697106807,1.0,0.673461241148088,0.6641250734532513,0.6582172584238164,0.5472342562269624,0.5419895942467803,0.45735726234828034
12,0.03428683706532579,0.034078802205448525,0.06049598600961518,0.10702381261586284,0.09803114845840594,0.29591326879341995,0.5313987152749036,0.18861143015092985,0.4845555335014306,0.6435231559414573,0.673461241148088,1.0,0.9801802425002317,0.9617466170827953,0.7758249563654164,0.7403064049714762,0.6992279350232871
13,0.034669084019362584,0.03351471533617317,0.05765482889222262,0.1036255713099191,0.0911094680532615,0.2862903864852702,0.526819149448727,0.17893680263652365,0.47860742312735316,0.6366593878612318,0.6641250734532513,0.9801802425002317,1.0,0.9630780013312797,0.7760489924458883,0.7458990359920339,0.695396701587094
14,0.027045573794548736,0.037049876769694436,0.05124801420967688,0.12341150354305003,0.11196994768897728,0.30170974201616685,0.5206242439430699,0.20864206626886458,0.4974439370705712,0.6232490614662898,0.6582172584238164,0.9617466170827953,0.9630780013312797,1.0,0.7563994341869378,0.7434214073606229,0.6946076183036833
15,0.05442991274977403,0.05247743074676351,0.048812519810487204,0.07232738635356535,0.07008523378220417,0.20801525101775153,0.425034194325699,0.09152587691621765,0.34394134523035863,0.5455644983939175,0.5472342562269624,0.7758249563654164,0.7760489924458883,0.7563994341869378,1.0,0.6870473403895377,0.6343297720592282
16,0.047818823339577,0.05857825345277287,0.07785610477332626,0.08063319816516584,0.060793894547707526,0.19581736759362456,0.4173789169686756,0.04913697063239072,0.3395415359260884,0.5299404694577228,0.5419895942467803,0.7403064049714762,0.7458990359920339,0.7434214073606229,0.6870473403895377,1.0,0.612703089956816
17,0.03217787802186086,0.04950513091148653,0.043216772456182995,0.0666831234140344,0.04614024813685843,0.17182510587499433,0.3482217126507227,0.07411638558878096,0.2952645888977602,0.45774237620338765,0.45735726234828034,0.6992279350232871,0.695396701587094,0.6946076183036833,0.6343297720592282,0.612703089956816,1.0
