station,name,q_star,Before,During,After,after_minus_before,sen_per_yr,p
SW90,Hardinge Br.,10000,9.001843654707269,9.375778642254497,9.294042231604065,0.29219857689679607,-0.01746865331786962,0.7471887597172815
SW90,Hardinge Br.,40000,12.898432348970431,12.59297527103443,12.529590608396965,-0.3688417405734654,-0.042919510193112055,0.18018077601410934
SW91.9L,Baruria,30000,5.334391465563186,5.414023452090319,4.732725380467746,-0.6016660850954407,-0.043202234175750164,0.02639976320159852
SW91.9L,Baruria,70000,7.442515332415617,7.511138130282619,7.330443845702845,-0.11207148671277167,-0.01445945068089216,0.3879883441211566
SW93.5L,Mawa (bridge),30000,3.3341247316290366,3.330271858826962,2.6996537980425828,-0.6344709335864538,-0.035934178174843984,0.0999802599021349
SW93.5L,Mawa (bridge),70000,5.03245102568246,5.058731555104811,4.816127300784887,-0.21632372489757312,-0.012570708841921387,0.459023957331249
