target,model,split,seed,rmse,mae,nse,pi,rmse_monsoon,n,n_monsoon,feature_set,description,n_features,ridge_alpha,lgbm_best_iteration
Sureswar,ridge,val,20260913,0.048276130883367206,0.03834821640648358,0.9975105998523909,0.7148600027280748,0.05307263336612959,328,86,,,,,
Sureswar,ridge,test,20260913,0.05748833216394043,0.038916113881838285,0.9970823148466482,0.7018111332600134,0.05162719812211168,1088,361,,,,,
Sureswar,tgcn,val,20260913,0.06979915529422727,0.054884481604923714,0.9947960857392707,0.40393508069292017,0.07606716079878177,328,86,,,,,
Sureswar,tgcn,test,20260913,0.08666448501977471,0.06396383207084255,0.9933692702375183,0.3223361364874765,0.07076161322731427,1088,361,,,,,
Sureswar,tgcn,val,20260914,0.0710847333148799,0.056711569701654044,0.9946026264589171,0.3817759357578384,0.08448490719870604,328,86,,,,,
Sureswar,tgcn,test,20260914,0.0855518071669753,0.06098712588090569,0.9935384399789444,0.3396253677894254,0.07848199927363332,1088,361,,,,,
Sureswar,tgcn,val,20260915,0.07058550288582842,0.056518815997695315,0.9946781721094656,0.39042905912654113,0.08087987010087407,328,86,,,,,
Sureswar,tgcn,test,20260915,0.08679335772334795,0.06408013614083448,0.9933495353848962,0.3203192247820119,0.08074402746388837,1088,361,,,,,
Sureswar,tgcn,val,mean,0.07048979716497854,0.05603828910142436,0.9946922947692177,0.3920466918590999,0.08047731269945396,328,86,,,,,
Sureswar,tgcn,val,sd,0.0006481106391263995,0.0010038636868784847,9.749979706436972e-05,0.011167787507226936,0.004223286985209276,328,86,,,,,
Sureswar,tgcn,test,mean,0.08633654997003265,0.06301036469752758,0.9934190818671196,0.3274269096863046,0.07666254665494532,1088,361,,,,,
Sureswar,tgcn,test,sd,0.0006826551059241425,0.0017531409358600661,0.00010383706104173004,0.010612199031167169,0.0052340189502310085,1088,361,,,,,
Sureswar,tgcn,val,seed_avg_prediction,0.06966891225703693,0.055317298741587334,0.994815488302055,0.4061574822239482,0.07961046047092395,328,86,,,,,
Sureswar,tgcn,test,seed_avg_prediction,0.08565230745547078,0.06240732584384454,0.9935232498831188,0.33807293247791714,0.07608254514471335,1088,361,,,,,
Sureswar,lstm,val,20260913,0.05997781347567485,0.04790746318849644,0.9961575249396054,0.55987657135369,0.06930529313121693,328,86,,,,,
Sureswar,lstm,test,20260913,0.06482818954617144,0.042307670212323865,0.9962897190749895,0.620807453112322,0.05444653095430955,1088,361,,,,,
Sureswar,lstm,val,20260914,0.060835173140077206,0.048850538429911494,0.9960468863916886,0.5472038496615017,0.0653319982459719,328,86,,,,,
Sureswar,lstm,test,20260914,0.06721225018705293,0.045013547379783005,0.9960118096555373,0.5924049728969191,0.05668510885056147,1088,361,,,,,
Sureswar,lstm,val,20260915,0.06126936362612269,0.04923667156133707,0.9959902569992527,0.540717425684951,0.07113317612029256,328,86,,,,,
Sureswar,lstm,test,20260915,0.06660010196129885,0.04368292548945636,0.9960841252244106,0.5997956598273533,0.055670696751075395,1088,361,,,,,
Sureswar,lstm,val,mean,0.06069411674729158,0.048664891059915005,0.9960648894435155,0.5492659489000475,0.0685901558324938,328,86,,,,,
Sureswar,lstm,val,sd,0.0006572276068758272,0.000683774402926412,8.507481045393585e-05,0.009744609055328929,0.002965970701034598,328,86,,,,,
Sureswar,lstm,test,mean,0.06621351389817441,0.043668047693854406,0.9961285513183125,0.6043360286121982,0.05560077885198214,1088,361,,,,,
Sureswar,lstm,test,sd,0.0012381534770628414,0.0013529999345697151,0.00014418276498808072,0.014735549943024987,0.001120925570168303,1088,361,,,,,
Sureswar,lstm,val,seed_avg_prediction,0.05999738091759423,0.04822278257205182,0.9961550173566189,0.5595893486640847,0.06799826324634897,328,86,,,,,
Sureswar,lstm,test,seed_avg_prediction,0.06511961714880944,0.04254760542173301,0.9962562858212407,0.6173905580318628,0.05457808542144021,1088,361,,,,,
Sureswar,pistgnn,val,20260913,0.04774333197801831,0.03738749744099734,0.9975652450995895,0.721119159437819,0.053062671630874886,328,86,,,,,
Sureswar,pistgnn,test,20260913,0.060776188299154724,0.037860511747020195,0.9967390365959922,0.6667279261422014,0.050579958707420984,1088,361,,,,,
Sureswar,pistgnn,val,20260914,0.04610432929254426,0.03605492886836513,0.9977295433422656,0.7399381510384437,0.05194193283299709,328,86,,,,,
Sureswar,pistgnn,test,20260914,0.058512646931966915,0.036392822665061386,0.9969774151828837,0.6910903357046674,0.048447084741578786,1088,361,,,,,
Sureswar,pistgnn,val,20260915,0.04549092230992876,0.035774355431273636,0.9977895571902957,0.7468122361388282,0.04986427949693994,328,86,,,,,
Sureswar,pistgnn,test,20260915,0.05773771616124055,0.036551277071581116,0.9970569461440635,0.6992184392999697,0.04765857442034,1088,361,,,,,
Sureswar,pistgnn,val,mean,0.046446194526830444,0.03640559391354537,0.9976947818773837,0.7359565155383637,0.05162296132027064,328,86,,,,,
Sureswar,pistgnn,val,sd,0.0011644703547261232,0.0008618475887982188,0.00011612600092054731,0.013301263606613045,0.0016228786707737852,328,86,,,,,
Sureswar,pistgnn,test,mean,0.05900885046412072,0.03693487049455423,0.9969244659743132,0.6856789003822795,0.048895205956446586,1088,361,,,,,
Sureswar,pistgnn,test,sd,0.0015788418832206168,0.0008055344473928145,0.0001654367982188896,0.016907722658598023,0.0015113672636430445,1088,361,,,,,
Sureswar,pistgnn,val,seed_avg_prediction,0.04609454400161443,0.03621646851606211,0.997730507014076,0.7400485315964416,0.05133703655266212,328,86,,,,,
Sureswar,pistgnn,test,seed_avg_prediction,0.05866784905665739,0.03658655535247223,0.996961359380973,0.689449424802797,0.048439624767896504,1088,361,,,,,
Sureswar,custom,val,20260913,0.043491409821180355,0.0333388904349368,0.9979796027398505,0.7685803667198676,0.04856042205709929,328,86,,,,,
Sureswar,custom,test,20260913,0.0577465566833636,0.03583045492197033,0.9970560448224893,0.6991263237889972,0.04795816892107354,1088,361,,,,,
Sureswar,custom,val,20260914,0.04412790464935268,0.034644579178027816,0.9979200331611013,0.7617571689553901,0.04715623289269789,328,86,,,,,
Sureswar,custom,test,20260914,0.05693645977067566,0.03557673620827471,0.9971380639398988,0.7075087181824646,0.04666433997758042,1088,361,,,,,
Sureswar,custom,val,20260915,0.04433536818965479,0.03462674810073011,0.9979004296173479,0.7595117467328064,0.04692052852075823,328,86,,,,,
Sureswar,custom,test,20260915,0.05632420686891477,0.03526203437943094,0.9971992833263509,0.7137653697775374,0.045977978189990394,1088,361,,,,,
Sureswar,custom,val,mean,0.04398489422006261,0.03420340590456491,0.9979333551727666,0.7632830941360215,0.047545727823518465,328,86,,,,,
Sureswar,custom,val,sd,0.00043977882974718794,0.0007487454405531519,4.123351583130213e-05,0.004722954886519128,0.000886618536059614,328,86,,,,,
Sureswar,custom,test,mean,0.057002407774318004,0.03555640850322533,0.9971311306962464,0.7068001372496665,0.04686682902954811,1088,361,,,,,
Sureswar,custom,test,sd,0.0007134645072138942,0.0002847549648199731,7.187050610495455e-05,0.0073452012952261786,0.001005504945284698,1088,361,,,,,
Sureswar,custom,val,seed_avg_prediction,0.04339968755630548,0.03382990396012189,0.9979881156853122,0.7695554535286437,0.04713879759206901,328,86,,,,,
Sureswar,custom,test,seed_avg_prediction,0.056488633757261014,0.034935753764930876,0.9971829072301782,0.7120917246435721,0.04637644668369801,1088,361,,,,,
Sureswar,ridge,val,,0.0722298652835555,0.05329297716524361,0.9944273289399188,0.3616970689123692,0.09375389986182914,328,86,A,own WLD-1..7,7.0,0.01,
Sureswar,ridge,test,,0.0883786702194191,0.056416938489211234,0.9931043702845118,0.295263230181689,0.07749210777477339,1088,361,A,own WLD-1..7,7.0,0.01,
Sureswar,lightgbm,val,,0.07389074800069975,0.05537856695831221,0.9941681019296171,0.3320047797553972,0.09036530677250285,328,86,A,own WLD-1..7,7.0,,250.0
Sureswar,lightgbm,test,,0.09020952723988435,0.06168548821728012,0.9928157105614518,0.26576206361686616,0.08285137633705487,1088,361,A,own WLD-1..7,7.0,,250.0
Sureswar,ridge,val,,0.07160690332825134,0.053240612533758926,0.994523039804967,0.37265994919699263,0.09211950146284563,328,86,B,A + own Rainfall_Level,8.0,0.01,
Sureswar,ridge,test,,0.08819000053966292,0.056383048174687325,0.9931337802670709,0.2982689449552941,0.07698523571847814,1088,361,B,A + own Rainfall_Level,8.0,0.01,
Sureswar,lightgbm,val,,0.07387039621951694,0.05524419183092665,0.9941713140548494,0.3323727018754439,0.08968781022454908,328,86,B,A + own Rainfall_Level,8.0,,421.0
Sureswar,lightgbm,test,,0.09003700674838785,0.06192470076254956,0.9928431633595548,0.2685677531703803,0.082513575206109,1088,361,B,A + own Rainfall_Level,8.0,,421.0
Sureswar,ridge,val,,0.05090322360285359,0.04062294427527142,0.9972322913482586,0.6829820878073884,0.056002456730484,328,86,C,A + upstream WL and WLD-1..7 (brief layout),111.0,0.01,
Sureswar,ridge,test,,0.062066986104274954,0.04311086556026034,0.9965990494188856,0.6524211673572167,0.05755941551275696,1088,361,C,A + upstream WL and WLD-1..7 (brief layout),111.0,0.01,
Sureswar,lightgbm,val,,0.08039245678367826,0.06384091727832833,0.9930966419270716,0.20927798450866908,0.09072331157244357,328,86,C,A + upstream WL and WLD-1..7 (brief layout),111.0,,82.0
Sureswar,lightgbm,test,,0.09057098672625434,0.06320623782331067,0.9927580219280484,0.25986625673085884,0.07912546024569403,1088,361,C,A + upstream WL and WLD-1..7 (brief layout),111.0,,82.0
Sureswar,ridge,val,,0.05104824490534621,0.040754145609297486,0.9972164986955163,0.6811731713243631,0.05608299536599229,328,86,D,C + own Rainfall_Level,112.0,0.01,
Sureswar,ridge,test,,0.062204013015874894,0.04326247317084801,0.9965840161070354,0.6508847554455992,0.05764182384692272,1088,361,D,C + own Rainfall_Level,112.0,0.01,
Sureswar,lightgbm,val,,0.08082179302659809,0.06430436979802479,0.9930227102126916,0.200809724049671,0.092151218178104,328,86,D,C + own Rainfall_Level,112.0,,55.0
Sureswar,lightgbm,test,,0.09224101167921764,0.06488952632843728,0.9924884922059403,0.23232018573144042,0.08118767247964755,1088,361,D,C + own Rainfall_Level,112.0,,55.0
Sureswar,ridge,val,,0.0741124474831628,0.057117583850627845,0.9941330537415692,0.32799030251116523,0.09565112058280144,328,86,E,C without same-day upstream WL (1-day-ahead),98.0,0.1,
Sureswar,ridge,test,,0.08541758189942264,0.0547360321122117,0.9935586996152707,0.3416959126491884,0.07505684613806479,1088,361,E,C without same-day upstream WL (1-day-ahead),98.0,0.1,
Sureswar,lightgbm,val,,0.08559613650467174,0.06870946407276636,0.9921740309833231,0.1036006058694251,0.0974504305720839,328,86,E,C without same-day upstream WL (1-day-ahead),98.0,,25.0
Sureswar,lightgbm,test,,0.09867064538539881,0.07172221351165034,0.9914048206197228,0.12156841327194023,0.08704997759789714,1088,361,E,C without same-day upstream WL (1-day-ahead),98.0,,25.0
Sureswar,ridge,val,,0.048276130883367206,0.03834821640648358,0.9975105998523909,0.7148600027280748,0.05307263336612959,328,86,F,C + boundary WL and WLD-1..7 (full release layout),127.0,0.01,
Sureswar,ridge,test,,0.05748833216394043,0.038916113881838285,0.9970823148466482,0.7018111332600134,0.05162719812211168,1088,361,F,C + boundary WL and WLD-1..7 (full release layout),127.0,0.01,
Sureswar,lightgbm,val,,0.07653148501335502,0.06059813613757051,0.9937438078392291,0.2834054350932157,0.08632471448952032,328,86,F,C + boundary WL and WLD-1..7 (full release layout),127.0,,150.0
Sureswar,lightgbm,test,,0.08325262352759819,0.0563179078568768,0.9938810787542635,0.3746432202112967,0.07267745332473681,1088,361,F,C + boundary WL and WLD-1..7 (full release layout),127.0,,150.0
Sureswar,ridge,val,,0.07730567610056918,0.059964136671857446,0.9936165925753803,0.26883398902753364,0.09745408437190832,328,86,G,F without same-day upstream and boundary WL (1-day-ahead),112.0,0.01,
Sureswar,ridge,test,,0.08139019650045393,0.0505252545948239,0.9941517867407706,0.4023097104154576,0.0680851844696659,1088,361,G,F without same-day upstream and boundary WL (1-day-ahead),112.0,0.01,
Sureswar,lightgbm,val,,0.08568214335196009,0.0681260940973088,0.9921582960422878,0.10179829978046384,0.09686674960829367,328,86,G,F without same-day upstream and boundary WL (1-day-ahead),112.0,,44.0
Sureswar,lightgbm,test,,0.09595904619497435,0.06855363975475812,0.9918707430269367,0.16918591389096982,0.08631095200173851,1088,361,G,F without same-day upstream and boundary WL (1-day-ahead),112.0,,44.0
