target,model,seed,epoch,train_mse_scaled,val_rmse_m,improved
Bhagyakul,tgcn,20260914,35,0.353043238957627,0.07167430541284998,False
Bhagyakul,tgcn,20260914,36,0.36179670667202135,0.06693940330484778,False
Bhagyakul,tgcn,20260914,37,0.36618669324327086,0.06341276150636065,False
Bhagyakul,tgcn,20260914,38,0.3539472574639673,0.06881239335589479,False
Bhagyakul,tgcn,20260914,39,0.36108641119979135,0.06643769613756914,False
Bhagyakul,tgcn,20260914,40,0.35474415919120816,0.07015201379380008,False
Bhagyakul,tgcn,20260914,41,0.3531766420237578,0.06923786686707663,False
Bhagyakul,tgcn,20260914,42,0.3554400605015477,0.06841538829570785,False
Bhagyakul,tgcn,20260914,43,0.36122136515611036,0.06852195985168322,False
Bhagyakul,tgcn,20260914,44,0.3601702893208493,0.07309037255337318,False
Bhagyakul,tgcn,20260915,1,1.0043154899137747,0.096452263072468,True
Bhagyakul,tgcn,20260915,2,0.9894153373391831,0.09603676443789937,True
Bhagyakul,tgcn,20260915,3,0.9719189353806714,0.09451984139210327,True
Bhagyakul,tgcn,20260915,4,0.9247378098831557,0.08949130992212433,True
Bhagyakul,tgcn,20260915,5,0.8176588592052891,0.0813872022553167,True
Bhagyakul,tgcn,20260915,6,0.678401501273015,0.07243911184098328,True
Bhagyakul,tgcn,20260915,7,0.5247428434477305,0.06625277310793383,True
Bhagyakul,tgcn,20260915,8,0.4337239784306354,0.06393416283449563,True
Bhagyakul,tgcn,20260915,9,0.4011972783880582,0.06419311253789887,False
Bhagyakul,tgcn,20260915,10,0.39074967435900987,0.06147523347587879,True
Bhagyakul,tgcn,20260915,11,0.38714008525783045,0.06330919274050724,False
Bhagyakul,tgcn,20260915,12,0.37285417813100447,0.06724479775918214,False
Bhagyakul,tgcn,20260915,13,0.3766899982176624,0.0665689449623288,False
Bhagyakul,tgcn,20260915,14,0.3626801209114413,0.06596381870330927,False
Bhagyakul,tgcn,20260915,15,0.3799758166695447,0.06665287171359358,False
Bhagyakul,tgcn,20260915,16,0.3658238618873305,0.06210071497955599,False
Bhagyakul,tgcn,20260915,17,0.36218041022342745,0.06615551966541171,False
Bhagyakul,tgcn,20260915,18,0.3664828836108276,0.07104560715348461,False
Bhagyakul,tgcn,20260915,19,0.36306904219911784,0.06527377694203285,False
Bhagyakul,tgcn,20260915,20,0.3599924383082852,0.06583474257860975,False
Bhagyakul,tgcn,20260915,21,0.37188814327215236,0.06346830702159638,False
Bhagyakul,tgcn,20260915,22,0.3617289390155206,0.06560514457189781,False
Bhagyakul,tgcn,20260915,23,0.3689826838008738,0.06727183139696884,False
Bhagyakul,tgcn,20260915,24,0.36052129119679605,0.0685937877553255,False
Bhagyakul,tgcn,20260915,25,0.3688091795285447,0.06557659592672517,False
Bhagyakul,tgcn,20260915,26,0.3679892231681863,0.06539708136991587,False
Bhagyakul,tgcn,20260915,27,0.3548031340741406,0.0678430739040259,False
Bhagyakul,tgcn,20260915,28,0.3560924610584624,0.06489265827400421,False
Bhagyakul,tgcn,20260915,29,0.35604556207566185,0.0664093297454374,False
Bhagyakul,tgcn,20260915,30,0.35812059689820297,0.06572679079853842,False
Bhagyakul,tgcn,20260915,31,0.3571114322767134,0.06459182570517834,False
Bhagyakul,tgcn,20260915,32,0.3557024080696474,0.06850606542406107,False
Bhagyakul,tgcn,20260915,33,0.3633501634402035,0.07004720585114643,False
Bhagyakul,tgcn,20260915,34,0.35566351504492105,0.06158047103546911,False
Bhagyakul,tgcn,20260915,35,0.3620091223245368,0.06774515639863278,False
Bhagyakul,tgcn,20260915,36,0.35466204742416674,0.06692451674757609,False
Bhagyakul,tgcn,20260915,37,0.35847936245454537,0.07390102627112856,False
Bhagyakul,tgcn,20260915,38,0.3580717637824609,0.06961944924198243,False
Bhagyakul,tgcn,20260915,39,0.3590759281805553,0.06727557880685549,False
Bhagyakul,tgcn,20260915,40,0.3644527022415081,0.0625398058631225,False
