target,model,seed,epoch,train_mse_scaled,val_rmse_m,improved
Sureswar,tgcn,20260913,36,0.45236354375218,0.08298452612320889,False
Sureswar,tgcn,20260913,37,0.4535452946094572,0.07813322659175499,False
Sureswar,tgcn,20260913,38,0.4489688466049823,0.07694021840701115,False
Sureswar,tgcn,20260913,39,0.4577785839399232,0.0810950670468126,False
Sureswar,tgcn,20260914,1,1.0015315230632051,0.09020665463162143,True
Sureswar,tgcn,20260914,2,0.9927406726587393,0.08981084362008608,True
Sureswar,tgcn,20260914,3,0.9849471111447929,0.08903650545881175,True
Sureswar,tgcn,20260914,4,0.9621403019115324,0.08728159098823983,True
Sureswar,tgcn,20260914,5,0.9014963608649543,0.08057197526111742,True
Sureswar,tgcn,20260914,6,0.7409134279709579,0.07185593331633723,True
Sureswar,tgcn,20260914,7,0.5801963471181105,0.07108473331487991,True
Sureswar,tgcn,20260914,8,0.5287677404572654,0.0746220976680798,False
Sureswar,tgcn,20260914,9,0.49080306067543344,0.08285109263471178,False
Sureswar,tgcn,20260914,10,0.49477078089680804,0.08044067730840007,False
Sureswar,tgcn,20260914,11,0.4922843321087361,0.08069033432023306,False
Sureswar,tgcn,20260914,12,0.477267646471563,0.07914738154512228,False
Sureswar,tgcn,20260914,13,0.4757190542027386,0.07553991316079331,False
Sureswar,tgcn,20260914,14,0.47349612474007907,0.07775847461668595,False
Sureswar,tgcn,20260914,15,0.47690126289920975,0.07187166783744732,False
Sureswar,tgcn,20260914,16,0.46693165934096686,0.0778095217551968,False
Sureswar,tgcn,20260914,17,0.4719126532929852,0.08250885746068906,False
Sureswar,tgcn,20260914,18,0.4701812733625347,0.08344857426378681,False
Sureswar,tgcn,20260914,19,0.4658067627237146,0.07839852172402938,False
Sureswar,tgcn,20260914,20,0.46197874042329445,0.07941702267944853,False
Sureswar,tgcn,20260914,21,0.4633158315182021,0.0833364787816102,False
Sureswar,tgcn,20260914,22,0.4669258747002543,0.0793855552853806,False
Sureswar,tgcn,20260914,23,0.46833788372957913,0.08308048986573352,False
Sureswar,tgcn,20260914,24,0.46325885875545225,0.08065827346842198,False
Sureswar,tgcn,20260914,25,0.46347743128241464,0.07839695522971375,False
Sureswar,tgcn,20260914,26,0.46297929614159006,0.07925328314920256,False
Sureswar,tgcn,20260914,27,0.45671537039712834,0.07462979270023197,False
Sureswar,tgcn,20260914,28,0.4639377133092507,0.08456560421280529,False
Sureswar,tgcn,20260914,29,0.464624747069325,0.0778936995510205,False
Sureswar,tgcn,20260914,30,0.46038590875239976,0.08364770731689276,False
Sureswar,tgcn,20260914,31,0.46454853207893754,0.07854798507238575,False
Sureswar,tgcn,20260914,32,0.453674041139028,0.07530789132108637,False
Sureswar,tgcn,20260914,33,0.46326653835050047,0.08390470416804911,False
Sureswar,tgcn,20260914,34,0.4589379608414324,0.08271802023345777,False
Sureswar,tgcn,20260914,35,0.45923237015204416,0.08028676290390249,False
Sureswar,tgcn,20260914,36,0.46040723291481217,0.08136616796044756,False
Sureswar,tgcn,20260914,37,0.4616813438612246,0.07692920593690608,False
Sureswar,tgcn,20260915,1,1.0088383609253408,0.09020486623196906,True
Sureswar,tgcn,20260915,2,0.9907384749143981,0.0897022996015669,True
Sureswar,tgcn,20260915,3,0.9727077522795284,0.08821763151171427,True
Sureswar,tgcn,20260915,4,0.9277803706342287,0.08535715817740046,True
Sureswar,tgcn,20260915,5,0.8279804847445694,0.08101165948421227,True
Sureswar,tgcn,20260915,6,0.6408780591890428,0.07318501669376182,True
Sureswar,tgcn,20260915,7,0.5346982770704725,0.07286441658008629,True
Sureswar,tgcn,20260915,8,0.5116427535087855,0.07058550288582843,True
Sureswar,tgcn,20260915,9,0.4898276327685466,0.07488640490304149,False
Sureswar,tgcn,20260915,10,0.4814182597241571,0.07882895706871322,False
Sureswar,tgcn,20260915,11,0.4822330350278182,0.07892706772656125,False
Sureswar,tgcn,20260915,12,0.47525992676069173,0.07237587102152745,False
Sureswar,tgcn,20260915,13,0.47412035218799936,0.07931213217642928,False
Sureswar,tgcn,20260915,14,0.46519989079690477,0.07448268677571573,False
Sureswar,tgcn,20260915,15,0.46396418188188465,0.08015158697400808,False
Sureswar,tgcn,20260915,16,0.4629069185141326,0.07433088935980688,False
Sureswar,tgcn,20260915,17,0.4593606588695222,0.07780463358479604,False
Sureswar,tgcn,20260915,18,0.4645204550662016,0.0762304959197646,False
Sureswar,tgcn,20260915,19,0.4654665304046936,0.08297633850544846,False
Sureswar,tgcn,20260915,20,0.4623449992667404,0.07714281341400693,False
Sureswar,tgcn,20260915,21,0.45937480620089066,0.07898144764139585,False
Sureswar,tgcn,20260915,22,0.4584925410313186,0.08602294844188246,False
Sureswar,tgcn,20260915,23,0.464849640642668,0.08257913915859495,False
Sureswar,tgcn,20260915,24,0.46770135461651724,0.07758456274879626,False
Sureswar,tgcn,20260915,25,0.4601558597024985,0.07796651707411102,False
Sureswar,tgcn,20260915,26,0.4533401726863355,0.07743175149500284,False
Sureswar,tgcn,20260915,27,0.45490336155721584,0.07363487805082282,False
Sureswar,tgcn,20260915,28,0.45998646032091123,0.0799261954116104,False
Sureswar,tgcn,20260915,29,0.4559712117099155,0.08071221765458012,False
Sureswar,tgcn,20260915,30,0.45572536379758355,0.07842852933136457,False
Sureswar,tgcn,20260915,31,0.4587696047218036,0.0864704034690854,False
Sureswar,tgcn,20260915,32,0.45285682811560724,0.08548315321827228,False
Sureswar,tgcn,20260915,33,0.4542655368200321,0.08013522103114283,False
Sureswar,tgcn,20260915,34,0.45336243173287616,0.08113428989307811,False
Sureswar,tgcn,20260915,35,0.4489337874338749,0.07943014864431833,False
Sureswar,tgcn,20260915,36,0.4526781267417348,0.08185980800297331,False
Sureswar,tgcn,20260915,37,0.4511728335209202,0.08404792001664994,False
Sureswar,tgcn,20260915,38,0.45462926739849946,0.08232865193299414,False
